family,lat,lon,country,commodity
Li,-33.8667,116.0625,Australia,Greenbushes [Beryllium; Lithium; Niobium and Tantalum; Tin|Pegmatite; Li-Cs-Ta type pegmatite; Hydrothermal]
NiCo,47.632,-91.883,United States of America,Mesaba [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,47.801,-91.756,United States of America,Twin Metals [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,48.649,-78.442,Canada,Dumont [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,49.91,89.55,Russia,Karakul [Cobalt|Polymetallic (Ag-Ni-Co-As-Bi)]
NiCo,50.3367,58.2803,Kazakhstan,Kempirsai [Cobalt|Ni-Co laterite]
NiCo,50.467,-95.433,Canada,Makwa [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,50.469,-94.971,Canada,Werner Lake [Cobalt|Metasedimentary-rock-hosted Co-Cu-Au]
NiCo,50.6122,78.7553,Kazakhstan,Gornostai [Cobalt|Ni-Co laterite]
NiCo,50.8469,60.8344,Russia,Buruktal [Cobalt|Ni-Co laterite]
NiCo,51.06,59.37,Russia,Letneye [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,51.2069,58.23,Russia,Akkermanov [Cobalt|Ni-Co laterite]
NiCo,51.23,56.97,Russia,Komsomolskoye [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,51.381,-120.062,Canada,Chu Chu [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,51.45,58.283,Russia,Ishkinino [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,51.463,58.488,Russia,Gaiskoye [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,52.45,57.917,Russia,Ivanovskoe [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,52.7,58.63,Russia,Sibaiskoye [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,53.417,59.1,Russia,Magnitogorsk [Cobalt; Gallium|Co in Fe-Cu-Co skarn; Ga in Kuroko Massive Sulfide]
NiCo,53.761,-98.814,Canada,Thompson [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,56.0686,60.3961,Russia,Sinarskoe [Cobalt|Ni-Co laterite]
NiCo,56.1236,60.2964,Russia,Cheremshanskoe [Cobalt|Ni-Co laterite]
NiCo,56.1692,60.2636,Russia,Rogozhinskoe [Cobalt|Ni-Co laterite]
NiCo,57.4339,61.11,Russia,Lipovskoe [Cobalt|Ni-Co laterite]
NiCo,58.32,-69.87,Canada,Soucy No. 1 [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,58.476,-128.828,Canada,Turnagain [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,58.598,7.871,Norway,Flåt [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,59.7139,60.5589,Russia,Serovskoe [Cobalt|Ni-Co laterite]
NiCo,59.733,-137.733,Canada,Windy Craggy [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,59.913,9.888,Norway,Skuterud [Cobalt|Metasedimentary-rock-hosted Co-Cu-Au]
NiCo,60.07,10.046,Norway,Ertelien [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,60.75,-139.502,Canada,Wellgreen [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,61.332,24.903,Finland,Stormi [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,61.344,9.658,Norway,Stormyra [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,61.417,60.5,Russia,Goroblagodat [Cobalt|Co in Fe-Cu-Co skarn]
NiCo,61.574,-73.26,Canada,Nunavik [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,61.593,-74.291,Canada,Raglan [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,62.045,28.77,Finland,Laukunkangas [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,62.522,27.681,Finland,Kotalahti [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,62.73,29.01,Finland,Outokumpu [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,62.917,-96.967,Canada,Ferguson Lake [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,62.923,28.672,Finland,Luikonlahti [Cobalt|Volcanogenic Cu(-Zn-Co-Ag-Au) massive sulfide]
NiCo,63.548,-116.751,Canada,NICO [Cobalt|Metasedimentary-rock-hosted Co-Cu-Au]
NiCo,63.842,25.051,Finland,Hitura [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Synorogenic]
NiCo,63.983,28.167,Finland,Talvivaara [Cobalt; Gallium|Black-Shale-Hosted Ni-Cu-Zn-Co; Ga in Clastic-dominated Pb-Zn]
NiCo,66.112,25.279,Finland,Vähäjoki [Cobalt|Metasedimentary-rock-hosted Co-Cu-Au]
NiCo,66.131,28.819,Finland,Kouvervaara [Cobalt|Metasedimentary-rock-hosted Co-Cu-Au]
NiCo,66.289,29.2,Finland,Juomasuo [Cobalt|Metasedimentary-rock-hosted Co-Cu-Au]
NiCo,66.424,28.574,Finland,Haarakumpu [Cobalt|Metasedimentary-rock-hosted Co-Cu-Au]
NiCo,67.7,29.967,Finland,Kevitsa [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Atypical; pipe-like ore bodies]
NiCo,67.88,32.82,Russia,Sopchuaivench [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,67.94,32.82,Russia,NKT [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,68.332,16.944,Norway,Bruvann [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,69.332,29.737,Russia,Pechenga [Cobalt|Magmatic Ni-Cu(-Co-PGE) sulfide]
NiCo,69.357,88.3112,Russia,Noril'sk Talnakh area [Cobalt; Platinum-Group Elements; Tellurium|Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit]
PGE,-33.111,-66.128,Argentina,Las Aguilas [Platinum-Group Elements|Conduit]
PGE,-32.9002,147.1993,Australia,Fifield district [Platinum-Group Elements|Deposit type unclassified]
PGE,-32.7659,147.4245,Australia,Syerston [Platinum-Group Elements|Laterite]
PGE,-32.694,147.461,Australia,"Owendale (includes Owendale North, Cincinnati, and Milverton) [Platinum-Group Elements|Alaskan-Uralian]"
PGE,-26.84,117.75,Australia,"Parks Reef [Platinum-Group Elements|Reef, sulfide]"
PGE,-26.314,24.863,South Africa,"Stella Intrusion [Platinum-Group Elements|Reef, Ti-V layers]"
PGE,-26.104,127.711,Australia,Nebo-Babel [Platinum-Group Elements|Conduit]
PGE,-25.725,30.6,South Africa,Nkomati Mine (MMZ and PCMZ) [Platinum-Group Elements|Conduit]
PGE,-25.32,29.36,South Africa,Sheba’s Ridge [Platinum-Group Elements|Contact]
PGE,-25.3,27.3,South Africa,"Merensky Reef [Platinum-Group Elements|Reef, sulfide]"
PGE,-25.18,26.97,South Africa,"Lower Pseudo Reef [Platinum-Group Elements|Reef, sulfide]"
PGE,-24.7368,28.5151,South Africa,Bushveld Complex [Platinum-Group Elements; Tellurium|Contact and Reef; Te in Magmatic Cu-Ni-PGM sulfide]
PGE,-24.6,30.0,South Africa,"UG2 [Platinum-Group Elements|Reef, chromitite]"
PGE,-24.35,28.95,South Africa,Volspruit project - North Pit Mines [Platinum-Group Elements|Contact]
PGE,-24.27,29.01,South Africa,Rooiport [Platinum-Group Elements|Contact]
PGE,-24.22,29.05,South Africa,War Springs [Platinum-Group Elements|Contact]
PGE,-24.14,29.0,South Africa,Mokopane [Platinum-Group Elements|Contact]
PGE,-24.1,28.98,South Africa,"Ivanhoe (Turfspruit, Rietfontein, Macalacaskop) [Platinum-Group Elements|Contact]"
PGE,-24.0,28.95,South Africa,Mogalakwena Mine [Platinum-Group Elements|Contact]
PGE,-23.97,28.85,South Africa,Akanani (P1  and P2) [Platinum-Group Elements|Contact]
PGE,-23.9,28.88,South Africa,Boikgantsho Project [Platinum-Group Elements|Contact]
PGE,-23.5,28.9,South Africa,Northern Limb projects -  Aurora and Hacra [Platinum-Group Elements|Contact]
PGE,-22.033,27.741,Botswana,Dikolati Nickel project [Platinum-Group Elements|Contact]
PGE,-21.2135,27.7708,Botswana,Selkirk [Platinum-Group Elements|Contact]
PGE,-21.14,116.84,Australia,"Main sulfide layer (Ferguson Reef) [Platinum-Group Elements|Reef, sulfide]"
PGE,-20.3,29.81,Zimbabwe,"Mimosa (Main Sulphide Zone) [Platinum-Group Elements|Reef, sulfide]"
PGE,-19.74,30.04,Zimbabwe,"Great Dyke [Platinum-Group Elements; Tellurium|Reef, sulfide; Tellurium in Magmatic Cu-Ni-PGM Sulfide]"
PGE,-18.42,30.41,Zimbabwe,"Zimplats Ngezi Mine (Main Sulphide Zone) [Platinum-Group Elements|Reef, sulfide]"
PGE,-17.99,30.45,Zimbabwe,"Zimplats Hartley Mine (Main Sulphide Zone) [Platinum-Group Elements|Reef, sulfide]"
PGE,-17.77,127.83,Australia,"Top and Middle Reefs [Platinum-Group Elements|Reef, chromitite]"
PGE,-5.598,-39.962,Brazil,"Pedra Branca [Platinum-Group Elements|Reef, chromitite]"
PGE,-2.867,30.583,Tanzania,Kabanga [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit]
PGE,5.7013,-76.6497,Colombia,San Juan and Atrato Rivers districts [Platinum-Group Elements|Deposit type unclassified]
PGE,8.9452,35.454,Ethiopia,Yubdo [Platinum-Group Elements|Deposit type unclassified]
PGE,25.013,100.76,China,Jinbasoshan [Platinum-Group Elements|Conduit]
PGE,30.667,102.0,China,Yangliuping [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit]
PGE,37.85,-6.183,Spain,Aguablanca [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Synorogenic]
PGE,38.467,102.167,China,Jinchuan [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit]
PGE,45.35,-109.8,United States of America,Rocky Claim Group (Chrome Lake) [Platinum-Group Elements|Contact]
PGE,45.36,-109.81,United States of America,Benbow [Platinum-Group Elements|Contact]
PGE,45.37,-109.84,United States of America,Nye Basin [Platinum-Group Elements|Contact]
PGE,45.38,-110.01,United States of America,"A–B chromitite, West Fork area [Platinum-Group Elements|Reef]"
PGE,45.38,-109.9,United States of America,Mouat [Platinum-Group Elements|Contact]
PGE,45.3894,-109.8753,United States of America,"Stillwater Complex [Tellurium; Platinum-Group Elements|Magmatic Cu-Ni-PGM Sulfide; Reef, sulfide]"
PGE,45.41,-110.08,United States of America,Camp deposit [Platinum-Group Elements|Contact]
PGE,46.35,-81.833,Canada,Shakespeare [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit]
PGE,46.633,-81.383,Canada,Sudbury Complex [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Sudbury]
PGE,46.691,-80.259,Canada,River Valley [Platinum-Group Elements|Contact]
PGE,46.748,-87.889,United States of America,Eagle Nickel [Platinum-Group Elements|Conduit]
PGE,46.77,-81.04,Canada,Broken Hammer [Platinum-Group Elements|Offset type]
PGE,46.83,-80.85,Canada,Parkin [Platinum-Group Elements|Offset type]
PGE,47.62,-91.97,United States of America,Northmet (Polymet) [Platinum-Group Elements|Contact]
PGE,47.73,-91.8,United States of America,Duluth Complex [Platinum-Group Elements|Contact]
PGE,47.81,-91.73,United States of America,Maturi (Nokomis) (Twin Metals) [Platinum-Group Elements|Contact]
PGE,48.079,-89.625,Canada,Great Lakes Nickel [Platinum-Group Elements|Contact]
PGE,48.754,-88.901,Canada,Thunder Bay North Project [Platinum-Group Elements|Contact]
PGE,48.793,-86.316,Canada,Marathon [Platinum-Group Elements|Contact]
PGE,48.818,-86.485,Canada,Geordie Lake [Platinum-Group Elements|Contact]
PGE,49.167,-89.617,Canada,Lac des Iles [Platinum-Group Elements|Atypical; pipe-like ore bodies]
PGE,50.482,-95.507,Canada,Bird River (Page Zone and Ore Fault Zone) [Platinum-Group Elements|Contact]
PGE,52.737,-86.306,Canada,Eagle's Nest [Platinum-Group Elements|Conduit]
PGE,54.918,95.355,Russia,Kingashskoe and Verkhnekingashskoye [Platinum-Group Elements|Komatiitic]
PGE,55.3275,132.5342,Russia,Ikenskoe [Platinum-Group Elements|Conduit]
PGE,55.3478,132.4425,Russia,Vodorazdelny [Platinum-Group Elements|Conduit]
PGE,56.478,118.575,Russia,Chinei intrusion. all deposits (reserves only) [Platinum-Group Elements|Contact]
PGE,57.55,134.6333,Russia,Kondyor [Platinum-Group Elements|Placer]
PGE,58.554,-136.925,United States of America,Nunatak-Brady Glacier [Platinum-Group Elements|Contact]
PGE,59.0667,-161.8667,United States of America,Goodnews Bay [Platinum-Group Elements|Placer]
PGE,59.5409,58.9667,Russia,Kytlym [Platinum-Group Elements|Placer]
PGE,60.1987,162.721,Russia,Kamchatka [Platinum-Group Elements|Deposit type unclassified]
PGE,61.443,-77.166,Canada,Ivakkak [Platinum-Group Elements|Komatiitic]
PGE,61.466,-139.521,Canada,Wellgreen Intrusion [Platinum-Group Elements|Conduit]
PGE,61.514,-73.753,Canada,Mequillon [Platinum-Group Elements|Komatiitic]
PGE,61.557,-73.449,Canada,Expo [Platinum-Group Elements|Komatiitic]
PGE,61.575,-73.257,Canada,Mesamax [Platinum-Group Elements|Komatiitic]
PGE,62.07,36.45,Russia,"Platinometal horizon ""A"" [Platinum-Group Elements|Reef, chromitite]"
PGE,62.1,36.4739,Russia,"Burakovskaya Intrusion [Platinum-Group Elements|Reef, chromitite]"
PGE,62.2,36.52,Russia,"Aganozero [Platinum-Group Elements|Reef, chromitite]"
PGE,62.2833,35.9,Russia,"Onega Intrusion [Platinum-Group Elements|Reef, Ti-V layers]"
PGE,62.7125,35.7577,Russia,"Pazhskoe [Platinum-Group Elements|Hydrothermal, vein swarm]"
PGE,63.842,25.051,Finland,Hitura [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Synorogenic]
PGE,63.9384,12.3389,Norway,Brattbakken [Platinum-Group Elements|Hydrothermal or remobilized (stockwork)]
PGE,64.7763,13.4744,Norway,Stormyrplutten [Platinum-Group Elements|Synvolcanic gabbroic body]
PGE,65.1491,29.0788,Finland,Hietaharju [Platinum-Group Elements|Komatiitic]
PGE,65.1968,29.1167,Finland,Peura-aho [Platinum-Group Elements|Komatiitic]
PGE,65.2794,29.2906,Finland,Vaara [Platinum-Group Elements|Komatiitic]
PGE,65.7767,27.9547,Finland,Rusamo [Platinum-Group Elements|Contact]
PGE,65.7974,28.1391,Finland,Lavotta [Platinum-Group Elements|Contact]
PGE,65.8114,24.977,Finland,"Paasivaara Reef (PV Reef) [Platinum-Group Elements|Reef, sulfide]"
PGE,65.8187,25.0059,Finland,Ala-Penikkavaara (AP Reef) [Platinum-Group Elements|Reef]
PGE,65.8508,28.0615,Finland,Haukiaho [Platinum-Group Elements|Contact]
PGE,65.9419,28.1822,Finland,Kaukua [Platinum-Group Elements|Contact]
PGE,65.9421,25.1387,Finland,"Sompujärvi (SJ Reef) [Platinum-Group Elements|Reef, sulfide]"
PGE,66.1,26.04,Finland,Ahmavaara [Platinum-Group Elements|Contact]
PGE,66.1,26.09,Finland,Suhanko [Platinum-Group Elements|Contact]
PGE,66.1,26.18,Finland,Vaaralampi [Platinum-Group Elements|Contact]
PGE,66.1,26.2,Finland,Niittylampi [Platinum-Group Elements|Contact]
PGE,66.12,25.98,Finland,Konttijärvi [Platinum-Group Elements|Contact]
PGE,66.1325,26.1659,Finland,Portimo Igneous Complex [Platinum-Group Elements|Contact]
PGE,66.22,26.48,Finland,"Siika-Kämä (SK Reef) [Platinum-Group Elements|Reef, sulfide]"
PGE,66.24,26.17,Finland,Kilvenjärvi [Platinum-Group Elements|Contact]
PGE,66.25,26.2,Finland,Koivukivalonaapa [Platinum-Group Elements|Reef]
PGE,66.25,26.27,Finland,Kilvenlatvalampi [Platinum-Group Elements|Contact]
PGE,66.26,26.17,Finland,Kilvenjoki [Platinum-Group Elements|Offset type contact]
PGE,66.26,26.31,Finland,Nutturalampi [Platinum-Group Elements|Contact]
PGE,66.318,30.866,Russia,Lukkulaisvaara - total resources [Platinum-Group Elements|Contacts of macrodike and reef]
PGE,66.32,30.9,Russia,Vostochnoe-critical zone [Platinum-Group Elements|Reef]
PGE,67.1759,28.1969,Finland,"Akanvaara UC [Platinum-Group Elements|Reef, chromitite]"
PGE,67.1956,28.1978,Finland,"Akanvaara LC [Platinum-Group Elements|Reef, chromitite]"
PGE,67.2903,24.4795,Finland,"Karhunjupukka [Platinum-Group Elements|Reef, Ti-V layers]"
PGE,67.51,35.0,Russia,Fedorovo [Platinum-Group Elements|Contact]
PGE,67.53,35.27,Russia,"Fedorov-Pana Intrusion [Platinum-Group Elements|Reef, sulfide]"
PGE,67.7,29.967,Finland,Kevitsa [Cobalt; Platinum-Group Elements|Magmatic Ni-Cu(-Co-PGE) sulfide; Atypical; pipe-like ore bodies]
PGE,67.7981,27.1049,Finland,"Koitelainen LC [Platinum-Group Elements|Reef, chromitite]"
PGE,67.8274,27.3163,Finland,"Koitelainen UC [Platinum-Group Elements|Reef, chromitite]"
PGE,67.88,32.75,Russia,Monchetundorvskoe [Platinum-Group Elements|Contact]
PGE,67.905,26.915,Finland,Lomalampi [Platinum-Group Elements|Komatiitic]
PGE,68.186,-31.665,Greenland,"Skaergaard Intrusion [Platinum-Group Elements|Reef, sulfide]"
PGE,68.19,-31.67,Greenland,"Gold zone [Platinum-Group Elements|Reef, sulfide]"
PGE,69.15,88.27,Russia,Chernogorskoye deposit [Platinum-Group Elements|Conduit]
PGE,69.2,88.04,Russia,Maslovskoe deposit [Platinum-Group Elements|Conduit]
PGE,69.2754,88.3147,Russia,Noril-sk II deposit [Platinum-Group Elements|Ni-Cu-PGE]
PGE,69.2778,88.1705,Russia,Medvezhy Creek open pit [Platinum-Group Elements|Ni-Cu-PGE]
PGE,69.2787,88.1324,Russia,Zopolyarny Mine [Platinum-Group Elements|Ni-Cu-PGE]
PGE,69.3,31.43,Russia,Karikjavr [Platinum-Group Elements|Conduit]
PGE,69.357,88.3112,Russia,Noril'sk Talnakh area [Cobalt; Platinum-Group Elements; Tellurium|Magmatic Ni-Cu(-Co-PGE) sulfide; Conduit]
PGE,69.38,30.33,Russia,Semiletka [Platinum-Group Elements|Conduit]
PGE,69.4,30.33,Russia,Kootsel'vaara-Kammikivi [Platinum-Group Elements|Conduit]
PGE,69.4,30.63,Russia,Verkhnee [Platinum-Group Elements|Conduit]
PGE,69.4,30.67,Russia,Tundrovskoe [Platinum-Group Elements|Conduit]
PGE,69.4,30.73,Russia,Bystrinskoe [Platinum-Group Elements|Conduit]
PGE,69.4,30.75,Russia,Zapolyarnoe [Platinum-Group Elements|Conduit]
PGE,69.42,31.08,Russia,Mount General'skaya [Platinum-Group Elements|Contact]
PGE,69.442,30.668,Russia,Zhdanovskoe [Platinum-Group Elements|Conduit]
PGE,69.4855,88.4182,Russia,Mayak Mine [Platinum-Group Elements|Ni-Cu-PGE]
PGE,69.5062,88.3694,Russia,Komsolmosk Mine [Platinum-Group Elements|Ni-Cu-PGE]
PGE,69.5241,88.337,Russia,Oktyabr-sk [Platinum-Group Elements|Ni-Cu-PGE]
PGE,69.53,88.45,Russia,Talnakh ore field [Platinum-Group Elements|Conduit]
PGE,69.5357,88.4684,Russia,Skalisty Mine [Platinum-Group Elements|Ni-Cu-PGE]
PGE,69.5414,88.3839,Russia,Taimyrsky Mine [Platinum-Group Elements|Ni-Cu-PGE]
PGE,70.0334,25.2213,Norway,Karenhaugen [Platinum-Group Elements|Hydrothermal or remobilized]
