subtype,lat,lon
Cu_sediment,28.9667,32.4667
Cu_sediment,28.2667,-9.2333
Cu_sediment,23.9833,35.6667
Cu_sediment,16.9833,7.9333
Cu_sediment,15.1667,-9.9833
Cu_sediment,14.0833,-9.7500
Cu_sediment,12.2667,-11.3500
Cu_sediment,1.0833,9.9833
Cu_sediment,0.2167,30.0500
Cu_sediment,-4.2333,15.2333
Cu_sediment,-9.1667,28.2500
Cu_sediment,-10.5800,26.1533
Cu_sediment,-10.6000,26.3008
Cu_sediment,-10.6667,25.5167
Cu_sediment,-10.7250,26.4069
Cu_sediment,-10.7333,25.4167
Cu_sediment,-10.8083,26.5906
Cu_sediment,-10.8400,26.4806
Cu_sediment,-10.8450,26.6186
Cu_sediment,-10.8792,26.6064
Cu_sediment,-10.9497,26.7767
Cu_sediment,-10.9767,25.9250
Cu_sediment,-11.0083,14.5000
Cu_sediment,-11.0267,25.2083
Cu_sediment,-11.0833,14.0944
Cu_sediment,-11.1417,27.5106
Cu_sediment,-11.1689,27.0092
Cu_sediment,-11.5139,27.4206
Cu_sediment,-11.6211,27.2617
Cu_sediment,-11.6483,27.5772
Cu_sediment,-12.0167,27.9167
Cu_sediment,-12.0517,25.9583
Cu_sediment,-12.0833,26.4167
Cu_sediment,-12.1617,25.7542
Cu_sediment,-12.1789,25.8514
Cu_sediment,-12.2658,27.7136
Cu_sediment,-12.2753,27.9672
Cu_sediment,-12.3900,27.8264
Cu_sediment,-12.4317,28.3147
Cu_sediment,-12.4772,28.3797
Cu_sediment,-12.5111,13.5167
Cu_sediment,-12.5228,28.2361
Cu_sediment,-12.5500,27.8306
Cu_sediment,-12.5250,27.8667
Cu_sediment,-12.5864,28.3656
Cu_sediment,-12.6456,27.8656
Cu_sediment,-12.6583,27.9867
Cu_sediment,-12.6778,28.0458
Cu_sediment,-12.6819,27.9167
Cu_sediment,-12.7133,27.9767
Cu_sediment,-12.7408,28.1064
Cu_sediment,-12.7592,28.0047
Cu_sediment,-12.8044,28.1714
Cu_sediment,-12.8044,28.5000
Cu_sediment,-12.8250,28.1250
Cu_sediment,-12.8319,27.1750
Cu_sediment,-12.8333,28.0500
Cu_sediment,-12.8592,28.2111
Cu_sediment,-12.9167,28.0542
Cu_sediment,-13.0000,28.6111
Cu_sediment,-13.0208,28.6853
Cu_sediment,-13.0500,28.3778
Cu_sediment,-13.0792,28.2750
Cu_sediment,-13.1306,28.3833
Cu_sediment,-13.4167,25.0000
Cu_sediment,-13.6250,24.7833
Cu_sediment,-16.8794,30.1500
Cu_sediment,-16.9272,30.1500
Cu_sediment,-16.9444,30.2708
Cu_sediment,-17.2611,30.0500
Cu_sediment,-17.2656,30.0444
Cu_sediment,-17.4303,30.0083
Cu_sediment,-20.5000,26.5583
Cu_sediment,-20.7500,23.1000
Cu_sediment,-21.0833,26.7500
Cu_sediment,-21.7167,21.6167
Cu_sediment,-22.3833,18.5333
Cu_sediment,-22.9583,17.6833
Cu_sediment,-22.9833,17.1000
Cu_sediment,-23.8000,16.6333
Cu_sediment,-24.3333,29.0000
Cu_sediment,68.2500,87.2500
Cu_sediment,68.0000,66.8333
Cu_sediment,67.8333,86.8000
Cu_sediment,67.6667,87.0000
Cu_sediment,67.6000,86.7500
Cu_sediment,67.5000,65.5000
Cu_sediment,67.0000,65.0000
Cu_sediment,66.5167,87.5500
Cu_sediment,65.5000,60.5000
Cu_sediment,65.2500,60.0000
Cu_sediment,61.2500,137.5000
Cu_sediment,60.7500,92.5000
Cu_sediment,60.5000,97.5000
Cu_sediment,59.5000,98.2500
Cu_sediment,59.5000,100.7500
Cu_sediment,59.0000,119.9833
Cu_sediment,58.8333,97.2500
Cu_sediment,58.7667,106.5000
Cu_sediment,58.7500,139.0000
Cu_sediment,58.5000,94.0000
Cu_sediment,58.3333,49.8333
Cu_sediment,58.0000,107.5000
Cu_sediment,57.5000,95.0000
Cu_sediment,56.7500,119.2000
Cu_sediment,57.3333,119.9167
Cu_sediment,57.2500,113.5000
Cu_sediment,56.7833,117.0833
Cu_sediment,56.5000,50.7500
Cu_sediment,56.5000,119.9167
Cu_sediment,56.5833,118.5000
Cu_sediment,56.4167,118.6667
Cu_sediment,55.5000,103.7500
Cu_sediment,55.4167,53.0000
Cu_sediment,56.7500,118.3333
Cu_sediment,54.5333,52.7667
Cu_sediment,54.0833,54.1167
Cu_sediment,54.0000,54.2333
Cu_sediment,54.0000,98.0000
Cu_sediment,53.9167,54.9167
Cu_sediment,53.7500,108.0000
Cu_sediment,53.6667,96.8000
Cu_sediment,50.7000,92.4000
Cu_sediment,50.5000,91.5000
Cu_sediment,50.1444,91.4792
Cu_sediment,53.5000,55.0833
Cu_sediment,52.1667,68.6667
Cu_sediment,53.5000,107.9167
Cu_sediment,52.0000,55.3333
Cu_sediment,52.5000,55.1167
Cu_sediment,51.9167,68.0333
Cu_sediment,51.8333,67.0000
Cu_sediment,51.8306,68.4500
Cu_sediment,51.7833,55.8500
Cu_sediment,51.7500,56.8500
Cu_sediment,51.2500,55.0000
Cu_sediment,51.1667,67.7167
Cu_sediment,50.9167,73.5000
Cu_sediment,50.8250,68.4333
Cu_sediment,50.8033,68.1667
Cu_sediment,50.7500,68.5000
Cu_sediment,50.6250,68.1333
Cu_sediment,50.5000,68.1167
Cu_sediment,50.4167,67.8833
Cu_sediment,50.4167,67.8833
Cu_sediment,50.3417,68.0000
Cu_sediment,50.2667,57.3333
Cu_sediment,49.1000,67.0000
Cu_sediment,48.5167,67.0000
Cu_sediment,48.3411,67.7236
Cu_sediment,48.3000,67.5667
Cu_sediment,48.2833,67.4333
Cu_sediment,48.2667,67.3333
Cu_sediment,48.1933,68.0000
Cu_sediment,48.1267,67.5417
Cu_sediment,48.0167,67.5403
Cu_sediment,48.1222,67.3919
Cu_sediment,47.8167,67.3000
Cu_sediment,47.8000,67.1333
Cu_sediment,47.5833,66.8667
Cu_sediment,45.0000,70.0000
Cu_sediment,44.8667,65.4667
Cu_sediment,44.5000,51.0000
Cu_sediment,44.4667,50.7500
Cu_sediment,43.7000,40.9667
Cu_sediment,43.5000,69.8333
Cu_sediment,43.4500,68.4833
Cu_sediment,42.7500,71.5000
Cu_sediment,42.6333,75.2333
Cu_sediment,42.6333,79.0000
Cu_sediment,42.5333,74.9167
Cu_sediment,42.5250,78.6667
Cu_sediment,42.5167,73.8333
Cu_sediment,42.5000,72.0000
Cu_sediment,42.5000,75.6667
Cu_sediment,42.2500,72.5000
Cu_sediment,41.8000,81.8333
Cu_sediment,41.7500,82.7500
Cu_sediment,41.6000,80.3000
Cu_sediment,41.5667,82.0000
Cu_sediment,41.5000,81.2500
Cu_sediment,40.8333,71.6000
Cu_sediment,40.2500,73.0000
Cu_sediment,40.2000,72.4000
Cu_sediment,40.0000,74.7500
Cu_sediment,39.7333,74.0333
Cu_sediment,39.7167,74.0333
Cu_sediment,39.3333,72.5000
Cu_sediment,39.2500,68.0000
Cu_sediment,39.0000,68.0000
Cu_sediment,38.2500,69.1667
Cu_sediment,37.6333,87.0000
Cu_sediment,37.5833,89.1667
Cu_sediment,35.5833,111.2500
Cu_sediment,34.8500,68.6500
Cu_sediment,34.4314,69.3786
Cu_sediment,34.3981,69.3056
Cu_sediment,34.3722,69.3778
Cu_sediment,34.3347,69.2667
Cu_sediment,34.3158,69.3028
Cu_sediment,34.2667,69.4000
Cu_sediment,34.2661,69.3006
Cu_sediment,34.2319,69.2611
Cu_sediment,32.5592,72.4667
Cu_sediment,31.3667,111.7667
Cu_sediment,31.1667,97.2333
Cu_sediment,30.6667,105.0667
Cu_sediment,30.0000,103.0000
Cu_sediment,29.2833,106.2000
Cu_sediment,26.8500,104.2000
Cu_sediment,26.4833,104.2000
Cu_sediment,26.7833,112.5667
Cu_sediment,26.6833,102.2500
Cu_sediment,26.3222,102.3333
Cu_sediment,26.2917,102.3333
Cu_sediment,26.2500,102.3333
Cu_sediment,26.2667,104.0167
Cu_sediment,26.2500,102.6667
Cu_sediment,26.2500,112.1667
Cu_sediment,26.2500,113.0833
Cu_sediment,26.0000,103.1167
Cu_sediment,25.7500,103.0000
Cu_sediment,25.7500,111.5000
Cu_sediment,25.4167,103.2500
Cu_sediment,25.0667,102.6833
Cu_sediment,24.3333,103.5500
Cu_sediment,24.1833,102.1667
Cu_sediment,24.1500,102.1667
Cu_sediment,24.1167,102.1667
Cu_sediment,24.0000,114.0000
Cu_sediment,23.7500,103.5833
Cu_sediment,23.5833,104.0833
Cu_sediment,23.5000,103.9167
Cu_sediment,18.8667,82.0500
Cu_sediment,18.7500,100.8333
Cu_sediment,18.5667,99.9167
Cu_sediment,18.0000,100.8000
Cu_sediment,16.6667,102.2500
Cu_sediment,14.4667,105.6833
Cu_sediment,14.3333,105.6333
Cu_sediment,11.8333,125.2500
Cu_sediment,-17.3333,131.0333
Cu_sediment,-24.0500,133.2667
Cu_sediment,-29.6667,137.9167
Cu_sediment,-29.8833,137.8167
Cu_sediment,-30.0000,139.3333
Cu_sediment,-30.6000,138.5000
Cu_sediment,-31.1000,138.7500
Cu_sediment,-31.4500,137.2500
Cu_sediment,-31.7500,137.3000
Cu_sediment,-31.4389,137.1333
Cu_sediment,-31.7500,137.7500
Cu_sediment,-32.2500,137.6000
Cu_sediment,-32.3333,138.7500
Cu_sediment,-32.4167,138.3000
Cu_sediment,-32.4167,138.5667
Cu_sediment,-33.6667,138.8333
Cu_sediment,-34.0000,138.2500
Cu_sediment,-34.4500,138.6833
Cu_sediment,-35.1000,139.0000
Cu_sediment,-37.7500,147.5000
Cu_sediment,70.4333,24.2167
Cu_sediment,67.1167,21.0000
Cu_sediment,58.9833,12.5000
Cu_sediment,58.8500,-2.9333
Cu_sediment,58.3833,14.5000
Cu_sediment,56.0633,-3.2250
Cu_sediment,55.9333,-4.7833
Cu_sediment,55.8833,-4.7000
Cu_sediment,54.2500,5.5000
Cu_sediment,54.1500,7.8667
Cu_sediment,53.5167,1.2833
Cu_sediment,53.4000,2.9000
Cu_sediment,53.3000,-2.2500
Cu_sediment,53.3000,-2.2167
Cu_sediment,52.8833,-8.9167
Cu_sediment,52.8333,-2.9833
Cu_sediment,52.7500,-2.6667
Cu_sediment,52.7500,-2.0167
Cu_sediment,52.2667,-7.2000
Cu_sediment,52.1167,-8.6500
Cu_sediment,51.9833,10.2083
Cu_sediment,51.8833,-9.9500
Cu_sediment,51.7333,10.2667
Cu_sediment,51.6667,-8.8667
Cu_sediment,51.6417,15.0917
Cu_sediment,51.6000,11.4667
Cu_sediment,51.5833,14.3667
Cu_sediment,51.5500,15.9000
Cu_sediment,51.4917,16.0417
Cu_sediment,51.4900,11.2800
Cu_sediment,51.4667,8.8875
Cu_sediment,51.4000,8.8500
Cu_sediment,51.4000,10.2567
Cu_sediment,51.4000,16.1333
Cu_sediment,51.3833,16.1833
Cu_sediment,51.3333,9.8667
Cu_sediment,51.2750,15.5667
Cu_sediment,51.2500,13.7167
Cu_sediment,51.2167,8.7833
Cu_sediment,51.1083,15.8167
Cu_sediment,51.1000,15.9000
Cu_sediment,51.0833,8.8667
Cu_sediment,50.9833,9.9000
Cu_sediment,50.8300,10.3000
Cu_sediment,50.7000,10.8900
Cu_sediment,50.6167,15.6667
Cu_sediment,50.5542,16.5000
Cu_sediment,50.5667,16.1667
Cu_sediment,50.5333,5.6167
Cu_sediment,50.5167,-3.5000
Cu_sediment,50.4667,15.5333
Cu_sediment,50.3667,4.0667
Cu_sediment,50.2500,9.1667
Cu_sediment,50.1667,9.3333
Cu_sediment,48.6000,38.0333
Cu_sediment,48.5667,20.3000
Cu_sediment,48.5000,27.0000
Cu_sediment,48.5000,36.0000
Cu_sediment,48.3667,38.1167
Cu_sediment,48.3333,21.5000
Cu_sediment,47.5000,37.5000
Cu_sediment,47.0667,9.2500
Cu_sediment,46.3833,11.4333
Cu_sediment,46.3500,7.0167
Cu_sediment,46.3042,6.7333
Cu_sediment,46.2500,6.6500
Cu_sediment,46.2083,6.5167
Cu_sediment,46.0850,6.5417
Cu_sediment,45.0833,14.2500
Cu_sediment,44.0667,6.8583
Cu_sediment,44.0542,6.8600
Cu_sediment,44.0333,6.8583
Cu_sediment,44.0292,6.8333
Cu_sediment,43.9867,6.8917
Cu_sediment,43.7333,3.3167
Cu_sediment,43.1667,22.2500
Cu_sediment,43.0667,6.3167
Cu_sediment,41.5833,-0.9167
Cu_sediment,39.9833,4.0833
Cu_sediment,38.0500,-1.0500
Cu_sediment,37.5500,-1.3667
Cu_sediment,35.5872,59.8356
Cu_sediment,32.7500,35.6667
Cu_sediment,31.0006,51.3350
Cu_sediment,30.6000,35.4167
Cu_sediment,30.4167,35.2500
Cu_sediment,30.1833,59.9986
Cu_sediment,29.7833,34.9750
Cu_sediment,29.7667,34.9500
Cu_sediment,29.7333,34.9667
Cu_sediment,29.2500,53.7500
Cu_sediment,20.1142,41.5656
Cu_sediment,19.1589,41.3800
Cu_sediment,19.1561,41.8158
Cu_sediment,19.1267,41.8100
Cu_sediment,18.9472,41.9175
Cu_sediment,18.8781,41.9436
Cu_sediment,18.7811,41.9578
Cu_sediment,18.7394,41.9711
Cu_sediment,18.6833,42.0000
Cu_sediment,18.4589,42.0186
Cu_sediment,73.4958,-22.0292
Cu_sediment,73.8000,-86.0000
Cu_sediment,72.6172,-23.6806
Cu_sediment,68.2000,-108.1831
Cu_sediment,67.5847,-115.5497
Cu_sediment,67.5347,-115.8956
Cu_sediment,66.4989,-116.2000
Cu_sediment,65.4094,-118.8764
Cu_sediment,65.3167,-131.6997
Cu_sediment,64.8750,-118.5831
Cu_sediment,64.7833,-133.9308
Cu_sediment,63.8758,-128.0964
Cu_sediment,63.8217,-127.9722
Cu_sediment,63.8167,-128.1997
Cu_sediment,63.8167,-127.7167
Cu_sediment,63.7878,-127.4667
Cu_sediment,63.7750,-127.4331
Cu_sediment,63.7722,-127.8297
Cu_sediment,63.7222,-127.3031
Cu_sediment,63.5833,-139.5000
Cu_sediment,63.4694,-127.0683
Cu_sediment,63.4222,-123.2247
Cu_sediment,63.2639,-127.0469
Cu_sediment,63.2494,-127.0261
Cu_sediment,63.1208,-126.8667
Cu_sediment,63.1000,-126.8914
Cu_sediment,63.0500,-126.7667
Cu_sediment,62.8917,-126.6053
Cu_sediment,62.6942,-126.6200
Cu_sediment,62.6681,-126.6331
Cu_sediment,62.5694,-98.8061
Cu_sediment,62.5131,-126.2119
Cu_sediment,62.4667,-110.1581
Cu_sediment,61.2667,-127.0831
Cu_sediment,60.6139,-101.2000
Cu_sediment,60.1856,-100.5233
Cu_sediment,58.7389,-63.1142
Cu_sediment,58.3392,-124.5419
Cu_sediment,57.7833,-103.7331
Cu_sediment,57.4583,-104.1692
Cu_sediment,56.9083,-104.9431
Cu_sediment,56.8772,-104.9158
Cu_sediment,56.8750,-104.9733
Cu_sediment,56.6556,-68.5831
Cu_sediment,56.4417,-76.4331
Cu_sediment,56.4056,-76.4636
Cu_sediment,56.3933,-67.8942
Cu_sediment,56.3667,-109.2500
Cu_sediment,56.3500,-76.4486
Cu_sediment,56.3458,-76.4275
Cu_sediment,56.3167,-76.4167
Cu_sediment,56.2822,-67.8317
Cu_sediment,56.2333,-105.7167
Cu_sediment,56.2711,-67.7956
Cu_sediment,56.0583,-67.7167
Cu_sediment,56.0500,-126.2667
Cu_sediment,55.3311,-105.3667
Cu_sediment,54.3139,-61.9661
Cu_sediment,54.4931,-61.6831
Cu_sediment,54.3069,-61.7947
Cu_sediment,54.3031,-61.6003
Cu_sediment,54.3111,-61.8928
Cu_sediment,54.3042,-61.7581
Cu_sediment,54.3028,-61.6908
Cu_sediment,54.3000,-62.0303
Cu_sediment,54.2981,-62.0581
Cu_sediment,54.2958,-61.6803
Cu_sediment,54.2806,-61.9947
Cu_sediment,54.2669,-61.7761
Cu_sediment,54.2583,-61.5714
Cu_sediment,52.5914,-121.7775
Cu_sediment,51.4667,-115.8667
Cu_sediment,49.4464,-114.5728
Cu_sediment,49.4372,-114.5683
Cu_sediment,49.4219,-114.5750
Cu_sediment,49.4058,-114.5644
Cu_sediment,49.3961,-114.5636
Cu_sediment,49.3864,-114.5756
Cu_sediment,49.3667,-114.2500
Cu_sediment,49.3325,-114.3658
Cu_sediment,49.3325,-114.3044
Cu_sediment,49.3297,-114.3086
Cu_sediment,49.3286,-114.3025
Cu_sediment,49.3081,-114.3431
Cu_sediment,49.2964,-114.0375
Cu_sediment,49.2500,-114.3747
Cu_sediment,49.2739,-114.3378
Cu_sediment,49.2267,-114.0042
Cu_sediment,49.2278,-114.0167
Cu_sediment,49.2208,-114.1369
Cu_sediment,49.2158,-114.1247
Cu_sediment,49.2150,-114.0042
Cu_sediment,49.2086,-114.3500
Cu_sediment,49.2011,-113.9822
Cu_sediment,49.1953,-113.9981
Cu_sediment,49.1856,-114.0967
Cu_sediment,49.1925,-114.1028
Cu_sediment,49.1803,-114.1114
Cu_sediment,49.1697,-114.3878
Cu_sediment,49.1528,-114.3456
Cu_sediment,49.1500,-114.2858
Cu_sediment,49.1486,-88.9914
Cu_sediment,49.1375,-114.3344
Cu_sediment,49.1333,-114.3775
Cu_sediment,49.1325,-114.0156
Cu_sediment,49.0808,-114.0075
Cu_sediment,49.0650,-114.0147
Cu_sediment,49.0400,-114.2681
Cu_sediment,49.0333,-114.2719
Cu_sediment,49.0139,-114.0956
Cu_sediment,49.0250,-114.0667
Cu_sediment,49.0100,-114.2219
Cu_sediment,49.0083,-114.1667
Cu_sediment,48.5686,-58.8139
Cu_sediment,48.3039,-58.5497
Cu_sediment,48.2422,-58.8231
Cu_sediment,48.1986,-115.8950
Cu_sediment,48.0794,-115.6767
Cu_sediment,48.0250,-58.8558
Cu_sediment,47.9061,-59.0731
Cu_sediment,47.8689,-59.1153
Cu_sediment,47.8511,-115.3697
Cu_sediment,47.8472,-59.1844
Cu_sediment,47.8236,-59.3297
Cu_sediment,47.8167,-115.3331
Cu_sediment,47.6831,-115.8606
Cu_sediment,47.5708,-65.6206
Cu_sediment,47.5044,-115.7436
Cu_sediment,47.5000,-114.0831
Cu_sediment,47.4825,-115.7247
Cu_sediment,47.2333,-112.7667
Cu_sediment,46.9300,-60.4981
Cu_sediment,46.9167,-112.0831
Cu_sediment,46.8667,-112.1167
Cu_sediment,46.7667,-89.5667
Cu_sediment,46.6833,-89.9833
Cu_sediment,46.6292,-81.2000
Cu_sediment,46.6000,-82.7667
Cu_sediment,46.5861,-82.6042
Cu_sediment,46.5333,-87.4500
Cu_sediment,46.3592,-83.9667
Cu_sediment,46.3500,-89.3167
Cu_sediment,46.2378,-60.2667
Cu_sediment,46.2353,-60.6111
Cu_sediment,46.2286,-61.1481
Cu_sediment,46.2178,-60.5894
Cu_sediment,46.1672,-60.2719
Cu_sediment,46.1667,-61.1497
Cu_sediment,46.1667,-60.2997
Cu_sediment,46.1647,-61.4361
Cu_sediment,46.1331,-60.9167
Cu_sediment,46.1325,-62.9656
Cu_sediment,46.1314,-61.4603
Cu_sediment,46.1300,-60.3414
Cu_sediment,46.1200,-60.3564
Cu_sediment,46.1039,-60.3844
Cu_sediment,46.0750,-60.7667
Cu_sediment,46.0542,-60.8019
Cu_sediment,46.0722,-60.3269
Cu_sediment,46.0714,-60.3858
Cu_sediment,46.0656,-81.7853
Cu_sediment,46.0567,-60.3519
Cu_sediment,46.0417,-60.4667
Cu_sediment,46.0367,-61.4681
Cu_sediment,46.0267,-60.4447
Cu_sediment,46.0144,-81.8003
Cu_sediment,46.0008,-60.4269
Cu_sediment,45.9903,-59.9914
Cu_sediment,45.9900,-61.4147
Cu_sediment,45.9833,-60.3167
Cu_sediment,45.9753,-60.7392
Cu_sediment,45.9625,-60.8097
Cu_sediment,45.9619,-61.1011
Cu_sediment,45.9619,-60.7789
Cu_sediment,45.9286,-64.4764
Cu_sediment,45.9247,-61.4372
Cu_sediment,45.9125,-60.3081
Cu_sediment,45.8461,-61.9181
Cu_sediment,45.8281,-63.6350
Cu_sediment,45.8250,-64.5817
Cu_sediment,45.8225,-63.6611
Cu_sediment,45.8194,-63.6864
Cu_sediment,45.8183,-63.7539
Cu_sediment,45.8167,-60.2167
Cu_sediment,45.8094,-63.2961
Cu_sediment,45.8050,-60.7214
Cu_sediment,45.8039,-63.2397
Cu_sediment,45.7989,-63.3486
Cu_sediment,45.7900,-60.2564
Cu_sediment,45.7867,-61.9103
Cu_sediment,45.7728,-63.5706
Cu_sediment,45.7694,-63.3233
Cu_sediment,45.7667,-65.1667
Cu_sediment,45.7667,-63.6667
Cu_sediment,45.7528,-62.7831
Cu_sediment,45.7506,-63.1700
Cu_sediment,45.7506,-62.8042
Cu_sediment,45.7497,-63.8453
Cu_sediment,45.7406,-63.5731
Cu_sediment,45.7394,-62.0056
Cu_sediment,45.7383,-63.3389
Cu_sediment,45.7333,-64.2500
Cu_sediment,45.7219,-62.2358
Cu_sediment,45.7192,-63.3017
Cu_sediment,45.7186,-63.5611
Cu_sediment,45.7167,-60.7467
Cu_sediment,45.6964,-63.2806
Cu_sediment,45.6956,-63.0472
Cu_sediment,45.6953,-63.1692
Cu_sediment,45.6944,-60.3558
Cu_sediment,45.6931,-62.8289
Cu_sediment,45.6919,-64.7417
Cu_sediment,45.6900,-63.5522
Cu_sediment,45.6889,-61.5619
Cu_sediment,45.6875,-63.2386
Cu_sediment,45.6867,-64.7114
Cu_sediment,45.6797,-63.2472
Cu_sediment,45.6903,-61.1292
Cu_sediment,45.6772,-63.2100
Cu_sediment,45.6736,-63.2247
Cu_sediment,45.6725,-64.7853
Cu_sediment,45.6700,-64.7897
Cu_sediment,45.6689,-61.5919
Cu_sediment,45.6683,-63.3219
Cu_sediment,45.6672,-63.6050
Cu_sediment,45.6622,-63.3258
Cu_sediment,45.6608,-63.1878
Cu_sediment,45.6567,-64.8017
Cu_sediment,45.6561,-62.8786
Cu_sediment,45.6522,-63.2203
Cu_sediment,45.6514,-64.8097
Cu_sediment,45.6472,-64.7372
Cu_sediment,45.6469,-61.9903
Cu_sediment,45.6456,-63.3133
Cu_sediment,45.6342,-62.9572
Cu_sediment,45.6339,-62.0500
Cu_sediment,45.6333,-62.0200
Cu_sediment,45.6322,-62.7956
Cu_sediment,45.6319,-63.5222
Cu_sediment,45.6294,-62.0333
Cu_sediment,45.6264,-61.3892
Cu_sediment,45.6122,-62.0625
Cu_sediment,45.5972,-61.6456
Cu_sediment,45.5811,-62.4892
Cu_sediment,45.5778,-62.1206
Cu_sediment,45.5706,-61.8319
Cu_sediment,45.5661,-61.3544
Cu_sediment,45.5511,-62.0275
Cu_sediment,45.5511,-61.8136
Cu_sediment,45.5500,-62.8500
Cu_sediment,45.5483,-62.7547
Cu_sediment,45.5419,-62.0972
Cu_sediment,45.5383,-62.5969
Cu_sediment,45.5372,-61.9847
Cu_sediment,45.5344,-61.9622
Cu_sediment,45.5283,-61.9069
Cu_sediment,45.5244,-62.6139
Cu_sediment,45.5094,-62.6481
Cu_sediment,45.5092,-62.0772
Cu_sediment,45.5031,-62.6789
Cu_sediment,45.4822,-62.6650
Cu_sediment,45.4608,-62.6106
Cu_sediment,45.4389,-61.5678
Cu_sediment,45.4042,-62.0500
Cu_sediment,45.4000,-62.6331
Cu_sediment,45.3764,-61.5886
Cu_sediment,45.3744,-75.9708
Cu_sediment,45.3500,-75.9331
Cu_sediment,45.2756,-63.2183
Cu_sediment,45.1947,-63.1978
Cu_sediment,45.0667,-113.8497
Cu_sediment,44.6864,-66.8731
Cu_sediment,43.4333,-103.5000
Cu_sediment,43.0000,-110.7500
Cu_sediment,42.7333,-105.8331
Cu_sediment,42.3333,-111.2500
Cu_sediment,41.9167,-72.7500
Cu_sediment,41.5833,-76.4581
Cu_sediment,41.5000,-76.1167
Cu_sediment,41.3542,-111.5414
Cu_sediment,41.2917,-76.5997
Cu_sediment,41.2750,-76.3831
Cu_sediment,41.0333,-75.0331
Cu_sediment,40.8000,-74.1667
Cu_sediment,40.7833,-74.1331
Cu_sediment,40.7500,-74.2000
Cu_sediment,40.6167,-111.5167
Cu_sediment,40.5333,-106.7500
Cu_sediment,40.2303,-115.9053
Cu_sediment,39.1500,-109.1000
Cu_sediment,38.8792,-77.3167
Cu_sediment,38.8000,-110.9000
Cu_sediment,38.7500,-104.7500
Cu_sediment,38.5000,-105.5000
Cu_sediment,38.4306,-108.8206
Cu_sediment,38.3925,-108.4314
Cu_sediment,38.3611,-109.7331
Cu_sediment,38.3000,-108.9500
Cu_sediment,38.2333,-109.2167
Cu_sediment,38.1500,-109.1331
Cu_sediment,38.0000,-107.8831
Cu_sediment,37.8083,-110.4331
Cu_sediment,37.7333,-91.0831
Cu_sediment,37.6667,-97.6667
Cu_sediment,37.6542,-110.0081
Cu_sediment,37.6403,-110.0483
Cu_sediment,37.6167,-108.1667
Cu_sediment,37.5000,-105.0167
Cu_sediment,37.4667,-102.2331
Cu_sediment,37.4500,-102.2331
Cu_sediment,37.3333,-97.9331
Cu_sediment,37.0833,-97.6667
Cu_sediment,36.9333,-103.0831
Cu_sediment,36.9167,-103.4331
Cu_sediment,36.7500,-97.8331
Cu_sediment,36.6667,-111.3831
Cu_sediment,36.4000,-96.9747
Cu_sediment,36.3333,-112.7500
Cu_sediment,36.2500,-106.8331
Cu_sediment,36.1667,-113.1667
Cu_sediment,36.1000,-105.1667
Cu_sediment,36.0083,-106.8833
Cu_sediment,35.9833,-114.1667
Cu_sediment,35.7500,-109.2500
Cu_sediment,35.4167,-113.5000
Cu_sediment,35.2000,-108.0997
Cu_sediment,35.0000,-97.5000
Cu_sediment,35.0000,-84.5000
Cu_sediment,34.9833,-110.7167
Cu_sediment,34.9333,-104.8667
Cu_sediment,34.8833,-99.5000
Cu_sediment,34.8500,-104.8497
Cu_sediment,34.7833,-97.2831
Cu_sediment,34.6500,-99.3500
Cu_sediment,34.5000,-106.4167
Cu_sediment,34.4333,-106.2997
Cu_sediment,34.2667,-106.4667
Cu_sediment,34.2500,-111.0000
Cu_sediment,34.2500,-106.5000
Cu_sediment,34.2000,-98.2997
Cu_sediment,34.1667,-99.5167
Cu_sediment,34.0833,-99.8331
Cu_sediment,33.7500,-99.9000
Cu_sediment,33.5500,-99.9831
Cu_sediment,33.5000,-100.0331
Cu_sediment,33.5000,-99.7500
Cu_sediment,33.4833,-99.9500
Cu_sediment,33.4000,-100.0497
Cu_sediment,33.3333,-100.0581
Cu_sediment,33.2167,-105.8331
Cu_sediment,33.0833,-100.1667
Cu_sediment,33.0292,-100.0831
Cu_sediment,33.0292,-100.0831
Cu_sediment,32.9583,-105.7831
Cu_sediment,32.9167,-105.7997
Cu_sediment,32.4333,-104.2500
Cu_sediment,27.1667,-112.5000
Cu_sediment,29.3633,-105.0694
Cu_sediment,18.2417,-76.7167
Cu_sediment,18.1333,-76.6333
Cu_sediment,18.1000,-76.6167
Cu_sediment,10.6667,-72.8333
Cu_sediment,8.0000,-72.0000
Cu_sediment,-3.1833,-40.5500
Cu_sediment,-3.5000,-41.1167
Cu_sediment,-6.9167,-38.9167
Cu_sediment,-7.1333,-40.1667
Cu_sediment,-8.7500,-59.0000
Cu_sediment,-9.7167,-75.8333
Cu_sediment,-11.3000,-75.8500
Cu_sediment,-12.2167,-75.7083
Cu_sediment,-12.7167,-74.3333
Cu_sediment,-13.3333,-72.0000
Cu_sediment,-13.5006,-73.3750
Cu_sediment,-14.0833,-70.6000
Cu_sediment,-16.6083,-68.8875
Cu_sediment,-16.8006,-68.4203
Cu_sediment,-17.1642,-68.4511
Cu_sediment,-17.2333,-46.8667
Cu_sediment,-17.3606,-68.4014
Cu_sediment,-17.4000,-68.3556
Cu_sediment,-17.5833,-68.2000
Cu_sediment,-17.9886,-67.7392
Cu_sediment,-18.2653,-68.0644
Cu_sediment,-19.3733,-66.9189
Cu_sediment,-20.9936,-67.2100
