family,cell_lat,cell_lon,score_pct,nearest_anchor_km,country,is_land,on_glacier,nearest_city_km,country_mrds_n,country_province_n,mining_polygons_n,reporting_gap,tier,metal,ef,generation_window,closest_subtype,closest_subtype_km
Tl,66.0,-140.0,99.3,325.0,Canada,True,False,2098,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Tl,66.0,-132.0,99.3,287.0,Canada,True,False,1929,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Tl,62.0,-140.0,99.3,312.0,Canada,True,False,1756,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Se,50.0,-124.0,99.0,306.0,Canada,True,False,102,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Se,50.0,-116.0,98.7,239.0,Canada,True,False,519,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Se,54.0,96.0,98.0,261.0,Russia,True,False,1019,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Se,52.0,94.0,97.7,260.0,Russia,True,False,1027,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Se,56.0,94.0,97.6,256.0,Russia,True,False,1257,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Se,50.0,-126.0,97.5,426.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Se,56.0,90.0,97.2,256.0,Russia,True,False,1332,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Se,52.0,90.0,97.2,260.0,Russia,True,False,929,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Se,52.0,-120.0,97.2,374.0,Canada,True,False,375,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Se,44.0,40.0,97.1,222.0,Russia,True,False,465,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Se,50.0,-88.0,97.1,225.0,Canada,True,False,907,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Se,46.0,-78.0,97.1,223.0,Canada,True,False,190,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Se,50.0,74.0,97.1,225.0,Kazakhstan,True,False,224,860,2,862,True,高优先级-数据空洞优先核验,,,,,
Se,48.0,-76.0,97.1,225.0,Canada,True,False,288,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Se,28.0,104.0,97.1,227.0,China,True,False,297,1937,6,15458,True,高优先级-数据空洞优先核验,,,,,
Te,52.0,-124.0,98.2,268.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Te,58.0,118.0,97.5,238.0,Russia,True,False,1341,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Te,50.0,-126.0,97.2,335.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Te,50.0,-114.0,97.1,235.0,Canada,True,False,662,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Te,56.0,-128.0,96.9,268.0,Canada,True,False,816,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Te,54.0,96.0,96.7,261.0,Russia,True,False,1019,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Te,64.0,-140.0,96.6,243.0,Canada,True,False,1922,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Te,52.0,-120.0,96.6,292.0,Canada,True,False,375,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Te,54.0,-132.0,96.3,318.0,Canada,True,False,806,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Te,52.0,94.0,96.3,260.0,Russia,True,False,1027,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Te,52.0,-122.0,96.3,323.0,Canada,True,False,313,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Te,60.0,152.0,96.2,238.0,Russia,True,False,2843,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Te,58.0,110.0,96.1,249.0,Russia,True,False,1140,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Te,56.0,118.0,96.1,291.0,Russia,True,False,1174,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Te,56.0,94.0,96.0,256.0,Russia,True,False,1257,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Hf,-14.0,130.0,98.8,243.0,Australia,True,False,773,2139,10,4706,True,高优先级-数据空洞优先核验,,,,,
Hf,-34.0,118.0,98.5,224.0,Australia,True,False,2457,2139,10,4706,True,高优先级-数据空洞优先核验,,,,,
Hf,46.0,34.0,98.5,231.0,Russia,True,False,409,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Hf,-16.0,128.0,98.5,254.0,Australia,True,False,868,2139,10,4706,True,高优先级-数据空洞优先核验,,,,,
Hf,56.0,-116.0,98.5,292.0,Canada,True,False,888,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Hf,58.0,-108.0,98.4,241.0,Canada,True,False,1385,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Hf,66.0,34.0,98.4,231.0,Russia,True,False,792,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Hf,68.0,36.0,98.4,237.0,Russia,True,False,1021,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
Hf,-36.0,144.0,98.4,235.0,Australia,True,False,220,2139,10,4706,True,高优先级-数据空洞优先核验,,,,,
Hf,-30.0,130.0,98.4,238.0,Australia,True,False,1629,2139,10,4706,True,高优先级-数据空洞优先核验,,,,,
Hf,-28.0,30.0,98.4,239.0,South Africa,True,False,208,1683,4,1958,True,高优先级-数据空洞优先核验,,,,,
Hf,56.0,-108.0,98.4,250.0,Canada,True,False,1261,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Hf,-18.0,130.0,98.3,250.0,Australia,True,False,1153,2139,10,4706,True,高优先级-数据空洞优先核验,,,,,
Hf,-30.0,20.0,98.3,246.0,South Africa,True,False,460,1683,4,1958,True,高优先级-数据空洞优先核验,,,,,
Hf,58.0,-116.0,98.3,283.0,Canada,True,False,1076,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,50.0,-126.0,99.4,311.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,50.0,-118.0,98.5,256.0,Canada,True,False,378,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,56.0,-130.0,98.4,270.0,Canada,True,False,879,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,50.0,-128.0,98.2,437.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,58.0,-130.0,98.1,273.0,Canada,True,False,1070,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,50.0,-112.0,98.1,223.0,Canada,True,False,804,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,54.0,-132.0,98.1,348.0,Canada,True,False,806,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,52.0,-122.0,97.9,370.0,Canada,True,False,313,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,60.0,-132.0,97.8,258.0,Canada,True,False,1320,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,52.0,-124.0,97.6,417.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,52.0,-120.0,97.3,371.0,Canada,True,False,375,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Sr,44.0,-122.0,99.7,273.0,United States of America,True,False,593,208284,7,14245,False,高优先级-标准复查,,,,,
Sr,44.0,-118.0,99.6,269.0,United States of America,True,False,705,208284,7,14245,False,高优先级-标准复查,,,,,
Sr,46.0,-122.0,99.5,266.0,United States of America,True,False,374,208284,7,14245,False,高优先级-标准复查,,,,,
Sr,40.0,-122.0,99.5,273.0,United States of America,True,False,249,208284,7,14245,False,高优先级-标准复查,,,,,
Ba,50.0,-124.0,99.1,253.0,Canada,True,False,102,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Ba,50.0,-126.0,97.6,337.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Ba,52.0,-124.0,97.2,305.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Ba,54.0,-128.0,97.1,251.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Ba,54.0,-126.0,95.1,339.0,Canada,True,False,561,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Ba,50.0,-128.0,95.0,442.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
Ba,46.0,-120.0,99.5,227.0,United States of America,True,False,433,208284,7,14245,False,高优先级-标准复查,,,,,
Ba,24.0,-106.0,97.2,270.0,Mexico,True,False,601,4663,1,2190,False,高优先级-标准复查,,,,,
Ba,38.0,14.0,96.8,385.0,Italy,True,False,238,176,0,5669,False,高优先级-标准复查,,,,,
Ba,-16.0,-70.0,96.8,239.0,Peru,True,False,205,5000,0,1044,False,高优先级-标准复查,,,,,
Ba,38.0,28.0,96.6,238.0,Turkey,True,False,346,574,0,4113,False,高优先级-标准复查,,,,,
Ba,-46.0,-72.0,96.6,248.0,Chile,True,False,1401,5575,4,1089,False,高优先级-标准复查,,,,,
Ba,16.0,-94.0,96.5,244.0,Mexico,True,False,403,4663,1,2190,False,高优先级-标准复查,,,,,
Ba,22.0,-102.0,96.5,277.0,Mexico,True,False,412,4663,1,2190,False,高优先级-标准复查,,,,,
Ba,18.0,-92.0,96.5,246.0,Mexico,True,False,353,4663,1,2190,False,高优先级-标准复查,,,,,
F,50.0,-124.0,99.0,292.0,Canada,True,False,102,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,52.0,-126.0,98.0,347.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,54.0,-126.0,97.8,281.0,Canada,True,False,561,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,54.0,-128.0,97.6,286.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,56.0,-128.0,97.5,255.0,Canada,True,False,816,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,26.0,118.0,97.0,242.0,China,True,False,374,1937,6,15458,True,高优先级-数据空洞优先核验,,,,,
F,60.0,-130.0,97.0,227.0,Canada,True,False,1270,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,50.0,-126.0,96.9,425.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,56.0,-126.0,96.5,275.0,Canada,True,False,772,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,54.0,-118.0,96.3,255.0,Canada,True,False,633,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,54.0,118.0,96.2,235.0,Russia,True,False,1028,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
F,52.0,96.0,96.0,247.0,Russia,True,False,902,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
F,64.0,-138.0,96.0,247.0,Canada,True,False,1862,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
F,46.0,134.0,95.5,241.0,Russia,True,False,1028,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
F,52.0,-116.0,95.5,273.0,Canada,True,False,586,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
K,50.0,-122.0,97.6,316.0,Canada,True,False,114,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
K,56.0,102.0,97.5,241.0,Russia,True,False,959,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
K,18.0,44.0,97.4,259.0,Saudi Arabia,True,False,295,139,2,719,True,高优先级-数据空洞优先核验,,,,,
K,50.0,-124.0,97.3,355.0,Canada,True,False,102,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
K,60.0,112.0,96.9,246.0,Russia,True,False,1383,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
K,58.0,112.0,96.8,272.0,Russia,True,False,1171,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
K,58.0,102.0,96.2,260.0,Russia,True,False,1168,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
K,56.0,110.0,96.2,280.0,Russia,True,False,923,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
K,50.0,-120.0,96.2,342.0,Canada,True,False,239,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
K,50.0,-110.0,96.0,265.0,Canada,True,False,947,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
K,60.0,104.0,96.0,237.0,Russia,True,False,1357,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
K,50.0,-112.0,95.9,288.0,Canada,True,False,804,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
K,54.0,104.0,95.8,325.0,Russia,True,False,706,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
K,50.0,-98.0,95.7,226.0,Canada,True,False,1208,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
K,44.0,-122.0,99.4,248.0,United States of America,True,False,593,208284,7,14245,False,高优先级-标准复查,,,,,
P,50.0,-126.0,98.9,261.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
P,52.0,98.0,96.4,231.0,Russia,True,False,782,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
P,50.0,-128.0,96.4,365.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
P,54.0,116.0,95.4,240.0,Russia,True,False,927,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
P,54.0,114.0,95.3,227.0,Russia,True,False,838,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
P,60.0,-134.0,95.0,224.0,Canada,True,False,1379,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
P,52.0,104.0,94.3,238.0,Russia,True,False,499,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
P,60.0,-132.0,92.8,245.0,Canada,True,False,1320,4524,7,16415,True,高优先级-数据空洞优先核验,,,,,
P,52.0,92.0,92.5,221.0,Russia,True,False,968,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
P,54.0,124.0,92.3,227.0,Russia,True,False,1369,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
P,52.0,118.0,92.3,228.0,Russia,True,False,912,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
P,56.0,96.0,92.2,246.0,Russia,True,False,1166,2739,5,12232,True,高优先级-数据空洞优先核验,,,,,
P,40.0,-124.0,98.7,251.0,United States of America,True,False,283,208284,7,14245,False,高优先级-标准复查,,,,,
P,30.0,-112.0,98.6,260.0,Mexico,True,False,740,4663,1,2190,False,高优先级-标准复查,,,,,
P,18.0,-100.0,98.1,223.0,Mexico,True,False,185,4663,1,2190,False,高优先级-标准复查,,,,,
