family,cell_lat,cell_lon,score_pct,nearest_anchor_km,country,is_land,on_glacier,nearest_city_km,country_mrds_n,country_province_n,mining_polygons_n,reporting_gap,tier,metal,ef,generation_window,closest_subtype,closest_subtype_km
Au,54.0,-128.0,97.4,226.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,1582.0
Au,-4.0,104.0,96.4,417.0,Indonesia,True,False,395,236,2,1883,True,高优先级-数据空洞优先核验,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,908.0
Au,58.0,158.0,96.2,398.0,Russia,True,False,2822,2739,5,12232,True,高优先级-数据空洞优先核验,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,3954.0
Au,-4.0,144.0,99.4,231.0,Papua New Guinea,True,False,702,254,0,542,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,2208.0
Au,20.0,-104.0,98.9,285.0,Mexico,True,False,513,4663,1,2190,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,2188.0
Au,18.0,-102.0,98.6,233.0,Mexico,True,False,342,4663,1,2190,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,2491.0
Au,-10.0,148.0,98.3,247.0,Papua New Guinea,True,False,107,254,0,542,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,2822.0
Au,-6.0,150.0,98.3,340.0,Papua New Guinea,True,False,494,254,0,542,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,2899.0
Au,18.0,-96.0,97.8,272.0,Mexico,True,False,367,4663,1,2190,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,2862.0
Au,36.0,136.0,97.8,276.0,Japan,True,False,110,668,0,539,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,2013.0
Au,-42.0,-74.0,97.7,266.0,Chile,True,False,996,5575,4,1089,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,9406.0
Au,-40.0,176.0,97.6,298.0,New Zealand,True,False,177,168,0,791,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,6297.0
Au,-44.0,-72.0,97.4,326.0,Chile,True,False,1180,5575,4,1089,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,9633.0
Au,-10.0,150.0,97.3,363.0,Papua New Guinea,True,False,313,254,0,542,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,3022.0
Au,2.0,-74.0,97.1,238.0,Colombia,True,False,289,1227,0,1349,False,高优先级-标准复查,Au,3.31,造山/卡林型金：绿岩带或沉积岩热液交代，0-5 km,Au_sed,5916.0
Cu,52.0,158.0,98.5,255.0,Russia,True,False,2317,2739,5,12232,True,高优先级-数据空洞优先核验,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,217.0
Cu,56.0,162.0,98.1,280.0,Russia,True,False,2815,2739,5,12232,True,高优先级-数据空洞优先核验,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,330.0
Cu,58.0,160.0,97.8,337.0,Russia,True,False,2895,2739,5,12232,True,高优先级-数据空洞优先核验,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,392.0
Cu,58.0,158.0,97.5,308.0,Russia,True,False,2822,2739,5,12232,True,高优先级-数据空洞优先核验,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,285.0
Cu,58.0,162.0,97.2,403.0,Russia,True,False,2973,2739,5,12232,True,高优先级-数据空洞优先核验,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,485.0
Cu,-10.0,148.0,98.6,240.0,Papua New Guinea,True,False,107,254,0,542,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,90.0
Cu,20.0,-98.0,98.5,272.0,Mexico,True,False,134,4663,1,2190,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,37.0
Cu,12.0,-86.0,98.4,267.0,Nicaragua,True,False,34,168,0,116,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,384.0
Cu,38.0,24.0,98.3,277.0,Greece,True,False,24,110,0,1207,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,227.0
Cu,38.0,22.0,98.0,287.0,Greece,True,False,152,110,0,1207,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,312.0
Cu,40.0,16.0,98.0,381.0,Italy,True,False,354,176,0,5669,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,538.0
Cu,-42.0,-74.0,97.9,266.0,Chile,True,False,996,5575,4,1089,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,418.0
Cu,-48.0,-74.0,97.9,271.0,Chile,True,False,1643,5575,4,1089,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,258.0
Cu,2.0,-78.0,97.9,305.0,Colombia,True,False,252,1227,0,1349,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,124.0
Cu,18.0,-94.0,97.9,287.0,Mexico,True,False,527,4663,1,2190,False,高优先级-标准复查,Cu,1.633,斑岩铜在弧岩浆窗；沉积铜在红层盆地,Cu_porphyry,319.0
Fe,22.0,-104.0,92.3,228.0,Mexico,True,False,553,4663,1,2190,False,高优先级-标准复查,Fe,0.994,BIF 前寒武绿岩 + 近代风化再富集,,
Fe,28.0,-114.0,92.1,246.0,Mexico,True,False,784,4663,1,2190,False,高优先级-标准复查,Fe,0.994,BIF 前寒武绿岩 + 近代风化再富集,,
Fe,-16.0,-72.0,90.8,223.0,Peru,True,False,414,5000,0,1044,False,高优先级-标准复查,Fe,0.994,BIF 前寒武绿岩 + 近代风化再富集,,
Fe,66.0,-148.0,90.1,230.0,United States of America,True,False,2344,208284,7,14245,False,高优先级-标准复查,Fe,0.994,BIF 前寒武绿岩 + 近代风化再富集,,
Fe,2.0,36.0,90.0,234.0,Kenya,True,False,376,59,0,121,False,高优先级-标准复查,Fe,0.994,BIF 前寒武绿岩 + 近代风化再富集,,
NiCo,50.0,-126.0,99.3,297.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,50.0,-128.0,98.6,434.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,56.0,120.0,98.5,270.0,Russia,True,False,1265,2739,5,12232,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,52.0,98.0,98.3,310.0,Russia,True,False,782,2739,5,12232,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,52.0,-124.0,98.3,280.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,18.0,42.0,98.3,225.0,Saudi Arabia,True,False,376,139,2,719,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,56.0,114.0,98.2,254.0,Russia,True,False,1020,2739,5,12232,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,58.0,114.0,98.1,233.0,Russia,True,False,1216,2739,5,12232,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,58.0,120.0,98.0,283.0,Russia,True,False,1418,2739,5,12232,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,54.0,98.0,97.9,327.0,Russia,True,False,919,2739,5,12232,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,54.0,120.0,97.8,264.0,Russia,True,False,1136,2739,5,12232,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,56.0,118.0,97.7,386.0,Russia,True,False,1174,2739,5,12232,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,54.0,-128.0,97.7,231.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,52.0,-126.0,97.7,410.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
NiCo,56.0,116.0,97.7,365.0,Russia,True,False,1091,2739,5,12232,True,高优先级-数据空洞优先核验,Ni,0.035,红土型(低纬)或大火成岩省岩浆硫化物,,
Li,50.0,-122.0,99.6,235.0,Canada,True,False,114,4524,7,16415,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,50.0,-124.0,99.6,353.0,Canada,True,False,102,4524,7,16415,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,50.0,-126.0,99.4,486.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,50.0,-128.0,99.0,608.0,Canada,True,False,360,4524,7,16415,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,52.0,-122.0,98.7,422.0,Canada,True,False,313,4524,7,16415,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,52.0,-124.0,98.7,494.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,52.0,98.0,98.7,240.0,Russia,True,False,782,2739,5,12232,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,52.0,-126.0,98.5,592.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,52.0,96.0,98.4,252.0,Russia,True,False,902,2739,5,12232,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,52.0,100.0,98.4,302.0,Russia,True,False,671,2739,5,12232,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,52.0,-120.0,98.3,390.0,Canada,True,False,375,4524,7,16415,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,54.0,116.0,98.2,260.0,Russia,True,False,927,2739,5,12232,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,28.0,120.0,98.1,239.0,China,True,False,365,1937,6,15458,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,50.0,-116.0,98.0,317.0,Canada,True,False,519,4524,7,16415,True,高优先级-数据空洞优先核验,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
Li,44.0,-120.0,99.8,259.0,United States of America,True,False,633,208284,7,14245,False,高优先级-标准复查,Li,10.959,盐湖卤水(干旱盆地)或 LCT 伟晶岩,,
REE,50.0,-124.0,99.3,289.0,Canada,True,False,102,4524,7,16415,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,52.0,96.0,99.2,230.0,Russia,True,False,902,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,18.0,42.0,99.0,232.0,Saudi Arabia,True,False,376,139,2,719,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,52.0,-124.0,98.9,286.0,Canada,True,False,309,4524,7,16415,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,56.0,116.0,98.9,304.0,Russia,True,False,1091,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,58.0,116.0,98.7,304.0,Russia,True,False,1273,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,50.0,-126.0,98.7,427.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,54.0,104.0,98.7,235.0,Russia,True,False,706,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,54.0,96.0,98.7,297.0,Russia,True,False,1019,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,58.0,120.0,98.6,309.0,Russia,True,False,1418,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,52.0,94.0,98.4,283.0,Russia,True,False,1027,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,56.0,100.0,98.4,278.0,Russia,True,False,1015,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,56.0,122.0,98.4,328.0,Russia,True,False,1364,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,52.0,104.0,98.4,289.0,Russia,True,False,499,2739,5,12232,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
REE,54.0,-128.0,98.3,286.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,Ce,43.008,碳酸岩/碱性省或离子吸附风化壳,,
PGE,52.0,-126.0,98.1,257.0,Canada,True,False,365,4524,7,16415,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,58.0,116.0,97.3,229.0,Russia,True,False,1273,2739,5,12232,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,54.0,-128.0,96.9,226.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,54.0,116.0,96.6,237.0,Russia,True,False,927,2739,5,12232,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,54.0,118.0,95.6,270.0,Russia,True,False,1028,2739,5,12232,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,54.0,114.0,95.3,252.0,Russia,True,False,838,2739,5,12232,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,56.0,114.0,94.7,288.0,Russia,True,False,1020,2739,5,12232,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,56.0,100.0,93.0,271.0,Russia,True,False,1015,2739,5,12232,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,54.0,112.0,91.6,261.0,Russia,True,False,764,2739,5,12232,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,56.0,110.0,91.4,256.0,Russia,True,False,923,2739,5,12232,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,58.0,162.0,90.9,248.0,Russia,True,False,2973,2739,5,12232,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,0.0,100.0,90.8,251.0,Indonesia,True,False,377,236,2,1883,True,高优先级-数据空洞优先核验,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,46.0,2.0,98.0,239.0,France,True,False,319,511,0,4719,False,高优先级-标准复查,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,20.0,-104.0,97.8,271.0,Mexico,True,False,513,4663,1,2190,False,高优先级-标准复查,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
PGE,-2.0,28.0,97.2,245.0,Dem. Rep. Congo,True,False,215,3,0,71,False,高优先级-标准复查,Pt,0.57,层状镁铁质杂岩体(如 Bushveld/Great Dyke),,
U,50.0,-126.0,97.4,313.0,Canada,True,False,222,4524,7,16415,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,54.0,-128.0,97.1,244.0,Canada,True,False,624,4524,7,16415,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,50.0,-112.0,96.3,223.0,Canada,True,False,804,4524,7,16415,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,50.0,88.0,95.2,238.0,Russia,True,False,689,2739,5,12232,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,50.0,-104.0,95.1,236.0,Canada,True,False,1143,4524,7,16415,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,66.0,-136.0,95.1,243.0,Canada,True,False,2002,4524,7,16415,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,50.0,-106.0,95.0,252.0,Canada,True,False,1143,4524,7,16415,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,-30.0,-56.0,95.0,226.0,Brazil,True,False,546,2205,3,6019,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,-26.0,118.0,95.0,224.0,Australia,True,False,2098,2139,10,4706,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,-30.0,28.0,95.0,225.0,South Africa,True,False,91,1683,4,1958,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,-28.0,122.0,94.9,226.0,Australia,True,False,2194,2139,10,4706,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,58.0,-128.0,94.9,279.0,Canada,True,False,1021,4524,7,16415,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,68.0,-120.0,94.9,229.0,Canada,True,False,2089,4524,7,16415,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,68.0,-116.0,94.9,229.0,Canada,True,False,2119,4524,7,16415,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
U,-20.0,-44.0,94.9,228.0,Brazil,True,False,333,2205,3,6019,True,高优先级-数据空洞优先核验,U,751.563,不整合面型(高品位)或砂岩型地浸,,
Diamond,-26.0,120.0,97.4,226.0,Australia,True,False,2027,2139,10,4706,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,-8.0,-50.0,97.4,226.0,Brazil,True,False,894,2205,3,6019,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,64.0,44.0,97.4,223.0,Russia,True,False,983,2739,5,12232,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,-2.0,-56.0,97.4,227.0,Brazil,True,False,876,2205,3,6019,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,-30.0,22.0,97.4,228.0,South Africa,True,False,421,1683,4,1958,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,70.0,108.0,97.4,225.0,Russia,True,False,2456,2739,5,12232,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,70.0,138.0,97.4,230.0,Russia,True,False,2964,2739,5,12232,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,-26.0,-52.0,97.3,230.0,Brazil,True,False,569,2205,3,6019,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,0.0,-54.0,97.3,229.0,Brazil,True,False,662,2205,3,6019,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,62.0,-98.0,97.3,227.0,Canada,True,False,2094,4524,7,16415,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,-6.0,-46.0,97.3,232.0,Brazil,True,False,1108,2205,3,6019,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,64.0,-90.0,97.3,235.0,Canada,True,False,2249,4524,7,16415,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,64.0,-98.0,97.3,235.0,Canada,True,False,2216,4524,7,16415,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,-18.0,130.0,97.3,223.0,Australia,True,False,1153,2139,10,4706,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Diamond,-2.0,-54.0,97.2,233.0,Brazil,True,False,881,2205,3,6019,True,高优先级-数据空洞优先核验,,,克拉通根(≥150 km)金伯利岩筒爆发携带,,
Coal,46.0,88.0,98.3,226.0,China,True,False,246,1937,6,15458,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,42.0,88.0,98.3,226.0,China,True,False,204,1937,6,15458,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,38.0,116.0,98.2,227.0,China,True,False,214,1937,6,15458,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,-24.0,30.0,98.2,226.0,South Africa,True,False,261,1683,4,1958,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,36.0,108.0,98.2,232.0,China,True,False,696,1937,6,15458,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,46.0,86.0,98.2,237.0,China,True,False,274,1937,6,15458,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,44.0,124.0,98.2,238.0,China,True,False,572,1937,6,15458,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,46.0,80.0,98.2,237.0,Kazakhstan,True,False,553,860,2,862,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,-28.0,-52.0,98.1,240.0,Brazil,True,False,635,2205,3,6019,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,44.0,96.0,98.1,262.0,Mongolia,True,False,675,311,2,449,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,-24.0,28.0,98.1,243.0,South Africa,True,False,191,1683,4,1958,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,44.0,84.0,98.1,247.0,China,True,False,287,1937,6,15458,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,44.0,78.0,98.0,247.0,Kazakhstan,True,False,303,860,2,862,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,-28.0,30.0,98.0,247.0,South Africa,True,False,208,1683,4,1958,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
Coal,42.0,86.0,98.0,254.0,China,True,False,238,1937,6,15458,True,高优先级-数据空洞优先核验,,,陆内/裂谷含煤盆地煤系,,
OilGas,48.0,122.0,99.5,268.0,China,True,False,1005,1937,6,15458,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,24.0,48.0,99.5,225.0,Saudi Arabia,True,False,148,139,2,719,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,46.0,122.0,99.3,233.0,China,True,False,817,1937,6,15458,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,56.0,118.0,99.1,1149.0,Russia,True,False,1174,2739,5,12232,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,46.0,128.0,99.1,247.0,China,True,False,797,1937,6,15458,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,28.0,46.0,99.0,257.0,Saudi Arabia,True,False,246,139,2,719,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,48.0,128.0,98.9,281.0,China,True,False,1015,1937,6,15458,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,44.0,52.0,98.9,259.0,Kazakhstan,True,False,438,860,2,862,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,56.0,120.0,98.9,1099.0,Russia,True,False,1265,2739,5,12232,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,62.0,72.0,98.9,268.0,Russia,True,False,1204,2739,5,12232,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,48.0,54.0,98.8,267.0,Kazakhstan,True,False,907,860,2,862,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,50.0,124.0,98.8,384.0,China,True,False,1229,1937,6,15458,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,56.0,116.0,98.8,1212.0,Russia,True,False,1091,2739,5,12232,True,高优先级-数据空洞优先核验,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,34.0,-104.0,100.0,311.0,United States of America,True,False,644,208284,7,14245,False,高优先级-标准复查,,,沉积盆地生油-生气窗 + 圈闭,,
OilGas,32.0,-106.0,100.0,336.0,United States of America,True,False,866,208284,7,14245,False,高优先级-标准复查,,,沉积盆地生油-生气窗 + 圈闭,,
