depth_top_km,depth_bot_km,depth_mid_km,density_gcc,region,region_zh,shell_mass_kg,element,ppm_mass,shell_element_mass_kg
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Yb,0.44,1458488330343131.2
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Lu,0.067,222087995756795.03
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,U,0.0203,67289347968103.555
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Th,0.0795,263522323323361.25
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Pb,0.15,497211930798794.8
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,V,82.0,2.718091888366745e+17
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Sc,16.0,5.3035939285204776e+16
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Cu,30.0,9.944238615975896e+16
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Zn,55.0,1.8231104129289142e+17
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Co,105.0,3.4804835155915635e+17
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Ga,4.0,1.3258984821301194e+16
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Ge,1.3,4309170066922888.5
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Mo,0.05,165737310266264.94
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,B,0.3,994423861597589.6
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Os,0.0034,11270137098106.016
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Ir,0.0032,10607187857040.957
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Ru,0.005,16573731026626.494
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Pt,0.0076,25192071160472.27
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Pd,0.0039,12927510200768.662
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Re,0.00028,928128937491.0835
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,Au,0.001,3314746205325.299
201.634,203.634,202.634,3.4663,mantle,地幔,3.314746205325299e+21,S,250.0,8.286865513313247e+17
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Si,210357.0239680426,6.96828055082528e+20
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ti,1204.615875798172,3.990406985323672e+18
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Al,23552.353864260498,7.801945771176817e+19
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Cr,2668.2157894736847,8.838723728102858e+18
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Fe,62956.784968684755,2.0855045957791387e+20
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Mn,1045.4792782633212,3.4632515632660393e+18
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Mg,227972.45657568236,7.551808850088715e+20
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ca,25370.345934379457,8.404173286322168e+19
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Na,2670.6679574056147,8.846846772337416e+18
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,K,240.7307855626327,7.974440878550492e+17
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,P,96.01634493447935,3.180634600867469e+17
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ni,1964.553487749364,6.50777406977367e+18
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,O,439900.755169763,1.4572139397677066e+21
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Li,1.6,5300155265086009.0
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Rb,0.6,1987558224407253.2
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Sr,21.0,6.9564537854253864e+16
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ba,6.8,2.2525659876615536e+16
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Cs,0.021,69564537854253.87
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Zr,10.5,3.4782268927126932e+16
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Hf,0.28,927527171390051.6
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Nb,0.7,2318817928475129.0
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ta,0.037,122566090505113.94
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Y,4.3,1.4244167274918648e+16
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,La,0.6,1987558224407253.2
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ce,1.6,5300155265086009.0
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Pr,0.23,761897319356113.8
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Nd,1.25,4140746300848444.0
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Sm,0.4,1325038816271502.2
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Eu,0.15,496889556101813.3
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Gd,0.54,1788802401966528.0
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Tb,0.1,331259704067875.56
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Dy,0.67,2219440017254766.5
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ho,0.15,496889556101813.3
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Er,0.44,1457542697898652.5
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Tm,0.068,225256598766155.38
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Yb,0.44,1457542697898652.5
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Lu,0.067,221944001725476.66
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,U,0.0203,67245719925778.73
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Th,0.0795,263351464733961.1
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Pb,0.15,496889556101813.3
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,V,82.0,2.7163295733565795e+17
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Sc,16.0,5.300155265086009e+16
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Cu,30.0,9.937791122036266e+16
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Zn,55.0,1.8219283723733155e+17
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Co,105.0,3.478226892712693e+17
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ga,4.0,1.3250388162715022e+16
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ge,1.3,4306376152882382.5
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Mo,0.05,165629852033937.78
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,B,0.3,993779112203626.6
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Os,0.0034,11262829938307.77
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ir,0.0032,10600310530172.018
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Ru,0.005,16562985203393.78
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Pt,0.0076,25175737509158.543
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Pd,0.0039,12919128458647.145
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Re,0.00028,927527171390.0515
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,Au,0.001,3312597040678.756
203.634,205.634,204.634,3.4663,mantle,地幔,3.3125970406787556e+21,S,250.0,8.28149260169689e+17
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Si,210357.0239680426,6.963761098114989e+20
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ti,1204.615875798172,3.9878189070261e+18
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Al,23552.353864260498,7.796885624028049e+19
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Cr,2668.2157894736847,8.832991152668054e+18
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Fe,62956.784968684755,2.084151989590428e+20
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Mn,1045.4792782633212,3.46100538480783e+18
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Mg,227972.45657568236,7.546910935498997e+20
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ca,25370.345934379457,8.398722549449623e+19
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Na,2670.6679574056147,8.841108928499021e+18
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,K,240.7307855626327,7.969268855383694e+17
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,P,96.01634493447935,3.178571720711814e+17
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ni,1964.553487749364,6.503553290064376e+18
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,O,439900.755169763,1.456268827204927e+21
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Li,1.6,5296717716769313.0
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Rb,0.6,1986269143788492.2
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Sr,21.0,6.951942003259723e+16
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ba,6.8,2.251105029626958e+16
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Cs,0.021,69519420032597.234
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Zr,10.5,3.4759710016298616e+16
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Hf,0.28,926925600434629.9
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Nb,0.7,2317314001086574.5
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ta,0.037,122486597200290.34
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Y,4.3,1.4234928863817528e+16
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,La,0.6,1986269143788492.2
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ce,1.6,5296717716769313.0
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Pr,0.23,761403171785588.8
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Nd,1.25,4138060716226025.5
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Sm,0.4,1324179429192328.2
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Eu,0.15,496567285947123.06
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Gd,0.54,1787642229409643.2
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Tb,0.1,331044857298082.06
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Dy,0.67,2218000543897150.0
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ho,0.15,496567285947123.06
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Er,0.44,1456597372111561.0
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Tm,0.068,225110502962695.8
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Yb,0.44,1456597372111561.0
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Lu,0.067,221800054389715.0
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,U,0.0203,67202106031510.65
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Th,0.0795,263180661551975.25
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Pb,0.15,496567285947123.06
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,V,82.0,2.714567829844273e+17
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Sc,16.0,5.296717716769313e+16
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Cu,30.0,9.93134571894246e+16
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Zn,55.0,1.8207467151394512e+17
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Co,105.0,3.475971001629861e+17
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ga,4.0,1.3241794291923282e+16
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ge,1.3,4303583144875067.0
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Mo,0.05,165522428649041.03
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,B,0.3,993134571894246.1
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Os,0.0034,11255525148134.79
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ir,0.0032,10593435433538.627
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Ru,0.005,16552242864904.104
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Pt,0.0076,25159409154654.24
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Pd,0.0039,12910749434625.2
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Re,0.00028,926925600434.6296
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,Au,0.001,3310448572980.821
205.634,207.634,206.634,3.4663,mantle,地幔,3.3104485729808207e+21,S,250.0,8.276121432452052e+17
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Si,210357.0239680426,6.959243111479454e+20
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ti,1204.615875798172,3.9852316682806825e+18
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Al,23552.353864260498,7.791827118351039e+19
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Cr,2668.2157894736847,8.827260436835433e+18
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Fe,62956.784968684755,2.0827998221764795e+20
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Mn,1045.4792782633212,3.4587599349921684e+18
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Mg,227972.45657568236,7.54201460975408e+20
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ca,25370.345934379457,8.39327358075306e+19
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Na,2670.6679574056147,8.835372945971837e+18
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,K,240.7307855626327,7.964098509980352e+17
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,P,96.01634493447935,3.176509509738185e+17
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ni,1964.553487749364,6.499333879542674e+18
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,O,439900.755169763,1.455324021229197e+21
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Li,1.6,5293281283566135.0
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Rb,0.6,1984980481337300.5
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Sr,21.0,6.947431684680551e+16
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ba,6.8,2.249644545515607e+16
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Cs,0.021,69474316846805.516
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Zr,10.5,3.4737158423402756e+16
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Hf,0.28,926324224624073.6
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Nb,0.7,2315810561560184.0
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ta,0.037,122407129682466.84
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Y,4.3,1.4225693449583986e+16
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,La,0.6,1984980481337300.5
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ce,1.6,5293281283566135.0
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Pr,0.23,760909184512631.9
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Nd,1.25,4135376002786042.5
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Sm,0.4,1323320320891533.8
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Eu,0.15,496245120334325.1
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Gd,0.54,1786482433203570.5
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Tb,0.1,330830080222883.44
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Dy,0.67,2216561537493319.0
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ho,0.15,496245120334325.1
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Er,0.44,1455652352980687.0
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Tm,0.068,224964454551560.72
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Yb,0.44,1455652352980687.0
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Lu,0.067,221656153749331.9
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,U,0.0203,67158506285245.32
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Th,0.0795,263009913777192.34
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Pb,0.15,496245120334325.1
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,V,82.0,2.712806657827644e+17
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Sc,16.0,5.293281283566134e+16
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Cu,30.0,9.924902406686502e+16
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Zn,55.0,1.8195654412258586e+17
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Co,105.0,3.473715842340276e+17
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ga,4.0,1.3233203208915336e+16
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ge,1.3,4300791042897484.5
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Mo,0.05,165415040111441.72
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,B,0.3,992490240668650.2
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Os,0.0034,11248222727578.035
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ir,0.0032,10586562567132.27
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Ru,0.005,16541504011144.172
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Pt,0.0076,25143086096939.14
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Pd,0.0039,12902373128692.451
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Re,0.00028,926324224624.0735
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,Au,0.001,3308300802228.8345
207.634,209.634,208.634,3.4663,mantle,地幔,3.3083008022288343e+21,S,250.0,8.270752005572086e+17
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Si,210357.0239680426,6.954726590923338e+20
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ti,1204.615875798172,3.9826452690900884e+18
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Al,23552.353864260498,7.78677025415101e+19
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Cr,2668.2157894736847,8.82153158061091e+18
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Fe,62956.784968684755,2.0814480935386887e+20
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Mn,1045.4792782633212,3.4565152138213704e+18
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Mg,227972.45657568236,7.537119872859014e+20
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ca,25370.345934379457,8.3878263802381e+19
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Na,2670.6679574056147,8.829638824761785e+18
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,K,240.7307855626327,7.958929842345802e+17
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,P,96.01634493447935,3.17444796794871e+17
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ni,1964.553487749364,6.495115838212921e+18
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,O,439900.755169763,1.4543795218414903e+21
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Li,1.6,5289845965480020.0
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Rb,0.6,1983692237055007.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Sr,21.0,6.9429228296925256e+16
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ba,6.8,2.2481845353290084e+16
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Cs,0.021,69429228296925.26
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Zr,10.5,3.4714614148462628e+16
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Hf,0.28,925723043959003.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Nb,0.7,2314307609897508.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ta,0.037,122327687951725.44
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Y,4.3,1.4216461032227552e+16
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,La,0.6,1983692237055007.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ce,1.6,5289845965480020.0
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Pr,0.23,760415357537752.9
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Nd,1.25,4132692160531265.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Sm,0.4,1322461491370005.0
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Eu,0.15,495923059263751.9
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Gd,0.54,1785323013349506.8
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Tb,0.1,330615372842501.25
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Dy,0.67,2215122998044758.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ho,0.15,495923059263751.9
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Er,0.44,1454707640507005.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Tm,0.068,224818453532900.84
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Yb,0.44,1454707640507005.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Lu,0.067,221512299804475.84
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,U,0.0203,67114920687027.74
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Th,0.0795,262839221409788.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Pb,0.15,495923059263751.9
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,V,82.0,2.7110460573085104e+17
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Sc,16.0,5.28984596548002e+16
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Cu,30.0,9.918461185275037e+16
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Zn,55.0,1.8183845506337568e+17
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Co,105.0,3.471461414846263e+17
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ga,4.0,1.322461491370005e+16
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ge,1.3,4297999846952516.5
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Mo,0.05,165307686421250.62
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,B,0.3,991846118527503.8
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Os,0.0034,11240922676645.041
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ir,0.0032,10579691930960.041
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Ru,0.005,16530768642125.062
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Pt,0.0076,25126768336030.094
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Pd,0.0039,12893999540857.547
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Re,0.00028,925723043959.0034
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,Au,0.001,3306153728425.0127
209.634,211.634,210.634,3.4663,mantle,地幔,3.3061537284250125e+21,S,250.0,8.265384321062532e+17
211.634,213.634,212.634,3.4663,mantle,地幔,3.304007351568026e+21,Si,210357.0239680426,6.950211536443841e+20
211.634,213.634,212.634,3.4663,mantle,地幔,3.304007351568026e+21,Ti,1204.615875798172,3.9800597094527165e+18
211.634,213.634,212.634,3.4663,mantle,地幔,3.304007351568026e+21,Al,23552.353864260498,7.781715031424829e+19
