family,cell_lat,cell_lon,score_pct,nearest_anchor_km,country,is_land,on_glacier,nearest_city_km,country_mrds_n,country_province_n,reporting_gap,tier
U,28.0,-114.0,95.8,351.0,Mexico,True,False,784,1659,1,False,高优先级-标准复查
U,0.0,42.0,95.8,271.0,Somalia,True,False,439,96,0,False,高优先级-标准复查
PGE,48.0,-130.0,95.7,341.0,,False,False,525,0,0,False,不可行-海上
U,26.0,-108.0,95.7,317.0,Mexico,True,False,768,1659,1,False,高优先级-标准复查
U,38.0,-100.0,95.7,239.0,United States of America,True,False,473,99203,7,False,高优先级-标准复查
PGE,26.0,-110.0,95.6,321.0,,False,False,968,0,0,False,不可行-海上
PGE,-8.0,30.0,95.6,231.0,Dem. Rep. Congo,True,False,519,3,0,False,高优先级-标准复查
U,48.0,16.0,95.6,238.0,Austria,True,False,35,12,0,False,高优先级-标准复查
U,48.0,4.0,95.6,319.0,France,True,False,154,272,0,False,高优先级-标准复查
U,-12.0,30.0,95.6,266.0,Zambia,True,False,423,216,1,False,高优先级-标准复查
PGE,16.0,-102.0,95.5,308.0,,False,False,489,0,0,False,不可行-海上
PGE,48.0,2.0,95.5,281.0,France,True,False,99,272,0,False,高优先级-标准复查
U,52.0,-130.0,95.5,333.0,,False,False,571,0,0,False,不可行-海上
U,60.0,-146.0,95.5,225.0,,False,False,1878,0,0,False,不可行-海上
U,-16.0,-68.0,95.5,236.0,Bolivia,True,False,57,794,1,False,高优先级-标准复查
U,-38.0,-68.0,95.5,239.0,Argentina,True,False,561,1092,1,False,高优先级-标准复查
PGE,66.0,-30.0,95.4,258.0,,False,False,430,0,0,False,不可行-海上
PGE,8.0,44.0,95.4,233.0,Ethiopia,True,False,174,56,0,False,高优先级-标准复查
U,40.0,-126.0,95.4,360.0,,False,False,397,0,0,False,不可行-海上
U,24.0,-102.0,95.4,258.0,Mexico,True,False,251,1659,1,False,高优先级-标准复查
U,-16.0,-72.0,95.4,247.0,Peru,True,False,414,1828,0,False,高优先级-标准复查
PGE,42.0,18.0,95.3,240.0,,False,False,116,0,0,False,不可行-海上
PGE,40.0,-128.0,95.3,348.0,,False,False,544,0,0,False,不可行-海上
U,-18.0,-72.0,95.3,243.0,,False,False,442,0,0,False,不可行-海上
U,-44.0,-70.0,95.3,242.0,Argentina,True,False,1176,1092,1,False,高优先级-标准复查
U,-14.0,-72.0,95.3,248.0,Peru,True,False,497,1828,0,False,高优先级-标准复查
U,-32.0,-66.0,95.3,233.0,Argentina,True,False,464,1092,1,False,高优先级-标准复查
PGE,48.0,4.0,95.2,288.0,France,True,False,154,272,0,False,高优先级-标准复查
U,40.0,-100.0,95.2,264.0,United States of America,True,False,426,99203,7,False,高优先级-标准复查
U,-14.0,-68.0,95.2,237.0,Bolivia,True,False,278,794,1,False,高优先级-标准复查
U,-12.0,-74.0,95.2,238.0,Peru,True,False,332,1828,0,False,高优先级-标准复查
U,60.0,-156.0,95.1,251.0,United States of America,True,False,2393,99203,7,False,高优先级-标准复查
U,0.0,44.0,95.1,252.0,,False,False,276,0,0,False,不可行-海上
U,10.0,46.0,95.1,301.0,Somaliland,True,False,218,19,0,False,高优先级-标准复查
U,46.0,-128.0,95.1,374.0,,False,False,516,0,0,False,不可行-海上
U,60.0,-162.0,95.0,241.0,United States of America,True,False,2719,99203,7,False,高优先级-标准复查
U,44.0,-128.0,95.0,366.0,,False,False,694,0,0,False,不可行-海上
U,2.0,40.0,95.0,336.0,Kenya,True,False,508,22,0,False,高优先级-标准复查
PGE,54.0,10.0,94.9,226.0,Germany,True,False,249,195,0,False,高优先级-标准复查
U,34.0,-96.0,94.9,231.0,United States of America,True,False,478,99203,7,False,高优先级-标准复查
U,56.0,-150.0,94.9,247.0,,False,False,1946,0,0,False,不可行-海上
U,-6.0,-78.0,94.9,250.0,Peru,True,False,646,1828,0,False,高优先级-标准复查
U,-34.0,-66.0,94.9,251.0,Argentina,True,False,435,1092,1,False,高优先级-标准复查
PGE,30.0,-108.0,94.8,274.0,Mexico,True,False,894,1659,1,False,高优先级-标准复查
PGE,66.0,-34.0,94.8,227.0,,False,False,601,0,0,False,不可行-海上
U,46.0,-100.0,94.8,239.0,United States of America,True,False,805,99203,7,False,高优先级-标准复查
U,30.0,-118.0,94.8,351.0,,False,False,451,0,0,False,不可行-海上
U,10.0,40.0,94.8,360.0,Ethiopia,True,False,179,56,0,False,高优先级-标准复查
U,6.0,-56.0,94.8,226.0,,False,False,94,0,0,False,不可行-海上
PGE,48.0,12.0,94.7,266.0,Germany,True,False,210,195,0,False,高优先级-标准复查
U,38.0,38.0,94.7,226.0,Turkey,True,False,493,241,0,False,高优先级-标准复查
U,68.0,-166.0,94.7,229.0,,False,False,3129,0,0,False,不可行-海上
U,-14.0,-64.0,94.7,235.0,Bolivia,True,False,525,794,1,False,高优先级-标准复查
U,44.0,-98.0,94.7,246.0,United States of America,True,False,747,99203,7,False,高优先级-标准复查
U,58.0,-148.0,94.7,263.0,,False,False,1889,0,0,False,不可行-海上
U,48.0,-98.0,94.7,230.0,United States of America,True,False,1063,99203,7,False,高优先级-标准复查
U,-6.0,-34.0,94.7,224.0,,False,False,1867,0,0,False,不可行-海上
U,70.0,-160.0,94.7,239.0,United States of America,True,False,3007,99203,7,False,高优先级-标准复查
U,52.0,-134.0,94.6,332.0,,False,False,824,0,0,False,不可行-海上
U,52.0,16.0,94.6,281.0,Poland,True,False,186,87,0,False,高优先级-标准复查
U,-10.0,30.0,94.6,321.0,Zambia,True,False,605,216,1,False,高优先级-标准复查
U,26.0,-84.0,94.6,227.0,,False,False,359,0,0,False,不可行-海上
U,38.0,-92.0,94.6,231.0,United States of America,True,False,567,99203,7,False,高优先级-标准复查
U,-14.0,-76.0,94.6,267.0,Peru,True,False,245,1828,0,False,高优先级-标准复查
U,-18.0,-62.0,94.6,244.0,Bolivia,True,False,363,794,1,False,高优先级-标准复查
U,-14.0,126.0,94.6,247.0,,False,False,607,0,0,False,不可行-海上
PGE,12.0,36.0,94.5,240.0,Ethiopia,True,False,442,56,0,False,高优先级-标准复查
U,44.0,-96.0,94.5,241.0,United States of America,True,False,722,99203,7,False,高优先级-标准复查
U,-24.0,-46.0,94.5,232.0,,False,False,81,0,0,False,不可行-海上
U,46.0,6.0,94.5,368.0,France,True,False,26,272,0,False,高优先级-标准复查
U,-34.0,-72.0,94.5,278.0,,False,False,112,0,0,False,不可行-海上
U,22.0,32.0,94.5,239.0,Sudan,True,False,715,14,0,False,高优先级-标准复查
U,36.0,-74.0,94.5,234.0,,False,False,418,0,0,False,不可行-海上
U,-48.0,-70.0,94.5,277.0,Argentina,True,False,1620,1092,1,False,高优先级-标准复查
U,-22.0,32.0,94.5,234.0,Mozambique,True,False,444,27,0,False,高优先级-标准复查
U,-26.0,32.0,94.5,234.0,Mozambique,True,False,59,27,0,False,高优先级-标准复查
U,48.0,8.0,94.4,358.0,Germany,True,False,127,195,0,False,高优先级-标准复查
U,-14.0,128.0,94.4,247.0,,False,False,660,0,0,False,不可行-海上
U,68.0,-168.0,94.4,242.0,,False,False,3208,0,0,False,不可行-海上
U,34.0,54.0,94.4,236.0,Iran,True,False,300,424,1,False,高优先级-标准复查
PGE,-12.0,34.0,93.9,280.0,Malawi,True,False,222,17,0,False,高优先级-标准复查
PGE,24.0,-110.0,93.8,323.0,Mexico,True,False,993,1659,1,False,高优先级-标准复查
PGE,4.0,28.0,93.4,248.0,Dem. Rep. Congo,True,False,407,3,0,False,高优先级-标准复查
PGE,24.0,-102.0,93.2,241.0,Mexico,True,False,251,1659,1,False,高优先级-标准复查
PGE,0.0,38.0,93.1,325.0,Kenya,True,False,194,22,0,False,高优先级-标准复查
PGE,42.0,6.0,93.0,286.0,,False,False,225,0,0,False,不可行-海上
Fe,20.0,-106.0,92.9,238.0,,False,False,721,0,0,False,不可行-海上
PGE,40.0,138.0,92.9,225.0,,False,False,504,0,0,False,不可行-海上
PGE,2.0,-76.0,92.9,239.0,Colombia,True,False,359,716,0,False,高优先级-标准复查
PGE,16.0,-90.0,92.9,224.0,Guatemala,True,False,163,41,0,False,高优先级-标准复查
PGE,6.0,36.0,92.8,324.0,Ethiopia,True,False,450,56,0,False,高优先级-标准复查
PGE,4.0,34.0,92.7,308.0,Uganda,True,False,284,33,0,False,高优先级-标准复查
PGE,54.0,-136.0,92.6,269.0,,False,False,1030,0,0,False,不可行-海上
PGE,44.0,-2.0,92.5,261.0,,False,False,330,0,0,False,不可行-海上
PGE,-14.0,34.0,92.5,233.0,Malawi,True,False,23,17,0,False,高优先级-标准复查
PGE,8.0,128.0,92.3,224.0,,False,False,732,0,0,False,不可行-海上
PGE,60.0,-156.0,92.3,232.0,United States of America,True,False,2393,99203,7,False,高优先级-标准复查
PGE,54.0,12.0,92.2,235.0,Germany,True,False,189,195,0,False,高优先级-标准复查
Fe,48.0,-128.0,92.0,248.0,,False,False,385,0,0,False,不可行-海上
PGE,-2.0,122.0,92.0,229.0,,False,False,830,0,0,False,不可行-海上
PGE,30.0,-110.0,92.0,348.0,Mexico,True,False,897,1659,1,False,高优先级-标准复查
Fe,22.0,-104.0,91.9,233.0,Mexico,True,False,553,1659,1,False,高优先级-标准复查
Fe,18.0,-106.0,91.9,254.0,,False,False,741,0,0,False,不可行-海上
PGE,16.0,118.0,91.9,224.0,,False,False,279,0,0,False,不可行-海上
PGE,46.0,-4.0,91.8,237.0,,False,False,574,0,0,False,不可行-海上
PGE,-38.0,-74.0,91.8,231.0,,False,False,590,0,0,False,不可行-海上
PGE,52.0,-136.0,91.7,283.0,,False,False,956,0,0,False,不可行-海上
PGE,32.0,-120.0,91.7,304.0,,False,False,281,0,0,False,不可行-海上
PGE,30.0,-104.0,91.7,293.0,United States of America,True,False,601,99203,7,False,高优先级-标准复查
PGE,68.0,-26.0,91.7,291.0,,False,False,466,0,0,False,不可行-海上
PGE,34.0,-102.0,91.7,291.0,United States of America,True,False,691,99203,7,False,高优先级-标准复查
Fe,34.0,12.0,91.6,233.0,,False,False,165,0,0,False,不可行-海上
PGE,56.0,-138.0,91.6,240.0,,False,False,1247,0,0,False,不可行-海上
PGE,-12.0,152.0,91.6,235.0,,False,False,596,0,0,False,不可行-海上
PGE,-12.0,148.0,91.6,241.0,,False,False,295,0,0,False,不可行-海上
PGE,66.0,-28.0,91.5,311.0,,False,False,351,0,0,False,不可行-海上
PGE,-36.0,178.0,91.3,247.0,,False,False,305,0,0,False,不可行-海上
PGE,10.0,-82.0,91.2,252.0,,False,False,228,0,0,False,不可行-海上
PGE,56.0,-158.0,91.2,245.0,,False,False,2439,0,0,False,不可行-海上
PGE,-34.0,176.0,91.2,230.0,,False,False,336,0,0,False,不可行-海上
PGE,42.0,4.0,91.1,302.0,,False,False,211,0,0,False,不可行-海上
Fe,48.0,10.0,90.9,222.0,Germany,True,False,103,195,0,False,高优先级-标准复查
Fe,42.0,18.0,90.9,228.0,,False,False,116,0,0,False,不可行-海上
PGE,36.0,132.0,90.9,251.0,,False,False,350,0,0,False,不可行-海上
Fe,38.0,-126.0,90.8,253.0,,False,False,317,0,0,False,不可行-海上
PGE,22.0,-108.0,90.8,349.0,,False,False,880,0,0,False,不可行-海上
PGE,70.0,-32.0,90.8,226.0,Greenland,True,True,782,24,0,False,低-极地冰盖
PGE,-2.0,36.0,90.8,344.0,Kenya,True,False,121,22,0,False,高优先级-标准复查
Fe,34.0,10.0,90.7,230.0,Tunisia,True,False,312,10,0,False,高优先级-标准复查
Fe,16.0,-102.0,90.7,247.0,,False,False,489,0,0,False,不可行-海上
PGE,4.0,94.0,90.7,237.0,,False,False,859,0,0,False,不可行-海上
PGE,0.0,98.0,90.7,246.0,,False,False,524,0,0,False,不可行-海上
PGE,-42.0,176.0,90.7,233.0,,False,False,129,0,0,False,不可行-海上
Fe,14.0,-88.0,90.6,225.0,Honduras,True,False,85,239,0,False,高优先级-标准复查
PGE,38.0,144.0,90.6,235.0,,False,False,457,0,0,False,不可行-海上
PGE,56.0,-150.0,90.6,223.0,,False,False,1946,0,0,False,不可行-海上
Fe,40.0,18.0,90.5,243.0,,False,False,213,0,0,False,不可行-海上
PGE,10.0,40.0,90.5,348.0,Ethiopia,True,False,179,56,0,False,高优先级-标准复查
PGE,-38.0,172.0,90.5,244.0,,False,False,276,0,0,False,不可行-海上
PGE,44.0,-106.0,90.5,269.0,United States of America,True,False,481,99203,7,False,高优先级-标准复查
PGE,-6.0,34.0,90.4,306.0,Tanzania,True,False,195,59,1,False,高优先级-标准复查
PGE,-12.0,-74.0,90.4,230.0,Peru,True,False,332,1828,0,False,高优先级-标准复查
Fe,26.0,120.0,90.3,225.0,,False,False,190,0,0,False,不可行-海上
PGE,4.0,100.0,90.3,251.0,,False,False,210,0,0,False,不可行-海上
Fe,12.0,44.0,90.2,226.0,,False,False,103,0,0,False,不可行-海上
Fe,-40.0,-74.0,90.2,227.0,,False,False,788,0,0,False,不可行-海上
PGE,54.0,8.0,90.2,289.0,,False,False,275,0,0,False,不可行-海上
Fe,52.0,-128.0,90.1,269.0,,False,False,458,0,0,False,不可行-海上
Fe,2.0,-80.0,90.1,241.0,,False,False,297,0,0,False,不可行-海上
Fe,54.0,-162.0,90.1,230.0,,False,False,2698,0,0,False,不可行-海上
PGE,40.0,20.0,90.1,287.0,Albania,True,False,148,39,0,False,高优先级-标准复查
PGE,2.0,96.0,90.1,242.0,,False,False,641,0,0,False,不可行-海上
PGE,-14.0,-70.0,90.1,257.0,Peru,True,False,341,1828,0,False,高优先级-标准复查
Fe,40.0,24.0,90.0,226.0,Greece,True,False,225,67,0,False,高优先级-标准复查
PGE,24.0,-104.0,90.0,296.0,Mexico,True,False,414,1659,1,False,高优先级-标准复查
