family,cell_lat,cell_lon,score_pct,nearest_anchor_km,country,is_land,on_glacier,nearest_city_km,country_mrds_n,country_province_n,reporting_gap,tier
OilGas,38.0,-106.0,99.6,790.0,United States of America,True,False,213,99203,7,False,高优先级-标准复查
OilGas,62.0,-2.0,99.6,327.0,,False,False,725,0,0,False,不可行-海上
OilGas,36.0,-110.0,99.6,855.0,United States of America,True,False,605,99203,7,False,高优先级-标准复查
OilGas,30.0,-108.0,99.6,551.0,Mexico,True,False,894,1659,1,False,高优先级-标准复查
OilGas,60.0,0.0,99.6,226.0,,False,False,598,0,0,False,不可行-海上
NiCo,-22.0,170.0,99.5,308.0,,False,False,506,0,0,False,不可行-海上
Li,42.0,-126.0,99.5,397.0,,False,False,560,0,0,False,不可行-海上
Li,48.0,-126.0,99.5,377.0,,False,False,254,0,0,False,不可行-海上
Li,40.0,-126.0,99.5,438.0,,False,False,397,0,0,False,不可行-海上
REE,42.0,-116.0,99.5,266.0,United States of America,True,False,719,99203,7,False,高优先级-标准复查
REE,38.0,-112.0,99.5,244.0,United States of America,True,False,637,99203,7,False,高优先级-标准复查
Coal,36.0,-114.0,99.5,240.0,United States of America,True,False,442,99203,7,False,高优先级-标准复查
Coal,42.0,-118.0,99.5,256.0,United States of America,True,False,600,99203,7,False,高优先级-标准复查
Coal,46.0,-120.0,99.5,226.0,United States of America,True,False,433,99203,7,False,高优先级-标准复查
OilGas,28.0,-110.0,99.5,822.0,Mexico,True,False,993,1659,1,False,高优先级-标准复查
OilGas,64.0,-12.0,99.5,875.0,,False,False,483,0,0,False,不可行-海上
OilGas,64.0,-10.0,99.5,782.0,,False,False,580,0,0,False,不可行-海上
OilGas,64.0,-14.0,99.5,969.0,,False,False,386,0,0,False,不可行-海上
OilGas,28.0,-104.0,99.5,415.0,Mexico,True,False,447,1659,1,False,高优先级-标准复查
Au,-4.0,150.0,99.4,259.0,,False,False,682,0,0,False,不可行-海上
NiCo,30.0,-116.0,99.4,274.0,,False,False,497,0,0,False,不可行-海上
Li,28.0,-112.0,99.4,392.0,,False,False,897,0,0,False,不可行-海上
Li,36.0,-110.0,99.4,304.0,United States of America,True,False,605,99203,7,False,高优先级-标准复查
Li,28.0,-114.0,99.4,411.0,Mexico,True,False,784,1659,1,False,高优先级-标准复查
Li,46.0,-128.0,99.4,408.0,,False,False,516,0,0,False,不可行-海上
REE,38.0,-116.0,99.4,262.0,United States of America,True,False,483,99203,7,False,高优先级-标准复查
REE,32.0,-108.0,99.4,233.0,United States of America,True,False,902,99203,7,False,高优先级-标准复查
REE,12.0,42.0,99.4,225.0,Djibouti,True,False,133,3,0,False,高优先级-标准复查
REE,32.0,-118.0,99.4,273.0,,False,False,229,0,0,False,不可行-海上
REE,34.0,-110.0,99.4,332.0,United States of America,True,False,758,99203,7,False,高优先级-标准复查
Coal,40.0,-116.0,99.4,243.0,United States of America,True,False,606,99203,7,False,高优先级-标准复查
Coal,36.0,-116.0,99.4,264.0,United States of America,True,False,297,99203,7,False,高优先级-标准复查
Coal,32.0,-110.0,99.4,248.0,United States of America,True,False,800,99203,7,False,高优先级-标准复查
Coal,40.0,-122.0,99.4,249.0,United States of America,True,False,249,99203,7,False,高优先级-标准复查
Coal,40.0,-120.0,99.4,290.0,United States of America,True,False,322,99203,7,False,高优先级-标准复查
OilGas,64.0,-8.0,99.4,692.0,,False,False,676,0,0,False,不可行-海上
OilGas,36.0,-112.0,99.4,1010.0,United States of America,True,False,607,99203,7,False,高优先级-标准复查
OilGas,34.0,-112.0,99.4,930.0,United States of America,True,False,574,99203,7,False,高优先级-标准复查
OilGas,64.0,-16.0,99.4,1065.0,,False,False,289,0,0,False,不可行-海上
OilGas,28.0,-112.0,99.4,996.0,,False,False,897,0,0,False,不可行-海上
OilGas,62.0,-4.0,99.4,427.0,,False,False,827,0,0,False,不可行-海上
NiCo,-4.0,148.0,99.3,355.0,,False,False,614,0,0,False,不可行-海上
Li,44.0,-114.0,99.3,359.0,United States of America,True,False,883,99203,7,False,高优先级-标准复查
Li,38.0,-126.0,99.3,410.0,,False,False,317,0,0,False,不可行-海上
Li,44.0,-128.0,99.3,405.0,,False,False,694,0,0,False,不可行-海上
REE,42.0,-124.0,99.3,335.0,United States of America,True,False,488,99203,7,False,高优先级-标准复查
REE,46.0,-120.0,99.3,331.0,United States of America,True,False,433,99203,7,False,高优先级-标准复查
REE,38.0,-118.0,99.3,356.0,United States of America,True,False,387,99203,7,False,高优先级-标准复查
Coal,40.0,-124.0,99.3,269.0,United States of America,True,False,283,99203,7,False,高优先级-标准复查
Coal,34.0,-120.0,99.3,243.0,,False,False,163,0,0,False,不可行-海上
Coal,46.0,-118.0,99.3,274.0,United States of America,True,False,529,99203,7,False,高优先级-标准复查
Coal,46.0,-126.0,99.3,288.0,,False,False,423,0,0,False,不可行-海上
Coal,44.0,-128.0,99.3,318.0,,False,False,694,0,0,False,不可行-海上
Coal,34.0,-114.0,99.3,315.0,United States of America,True,False,390,99203,7,False,高优先级-标准复查
Coal,34.0,-106.0,99.3,332.0,United States of America,True,False,645,99203,7,False,高优先级-标准复查
Coal,32.0,-108.0,99.3,307.0,United States of America,True,False,902,99203,7,False,高优先级-标准复查
OilGas,38.0,-108.0,99.3,880.0,United States of America,True,False,325,99203,7,False,高优先级-标准复查
OilGas,28.0,-108.0,99.3,658.0,Mexico,True,False,803,1659,1,False,高优先级-标准复查
OilGas,40.0,-106.0,99.3,996.0,United States of America,True,False,91,99203,7,False,高优先级-标准复查
OilGas,38.0,-104.0,99.3,736.0,United States of America,True,False,212,99203,7,False,高优先级-标准复查
OilGas,64.0,-6.0,99.3,605.0,,False,False,773,0,0,False,不可行-海上
OilGas,20.0,-94.0,99.3,231.0,,False,False,541,0,0,False,不可行-海上
OilGas,66.0,-16.0,99.3,1125.0,Iceland,True,False,346,3,0,False,高优先级-标准复查
OilGas,66.0,-14.0,99.3,1041.0,,False,False,425,0,0,False,不可行-海上
NiCo,28.0,-110.0,99.2,240.0,Mexico,True,False,993,1659,1,False,高优先级-标准复查
Li,46.0,6.0,99.2,256.0,France,True,False,26,272,0,False,高优先级-标准复查
Li,28.0,-110.0,99.2,377.0,Mexico,True,False,993,1659,1,False,高优先级-标准复查
Li,2.0,-78.0,99.2,238.0,Colombia,True,False,252,716,0,False,高优先级-标准复查
Li,44.0,4.0,99.2,268.0,France,True,False,260,272,0,False,高优先级-标准复查
REE,32.0,-112.0,99.2,316.0,United States of America,True,False,624,99203,7,False,高优先级-标准复查
REE,38.0,-110.0,99.2,260.0,United States of America,True,False,475,99203,7,False,高优先级-标准复查
Coal,34.0,-104.0,99.2,327.0,United States of America,True,False,644,99203,7,False,高优先级-标准复查
Coal,38.0,-102.0,99.2,255.0,United States of America,True,False,323,99203,7,False,高优先级-标准复查
OilGas,64.0,-4.0,99.2,524.0,,False,False,869,0,0,False,不可行-海上
OilGas,60.0,8.0,99.2,256.0,Norway,True,False,153,148,1,False,高优先级-标准复查
OilGas,58.0,4.0,99.2,323.0,,False,False,442,0,0,False,不可行-海上
OilGas,64.0,-2.0,99.2,452.0,,False,False,804,0,0,False,不可行-海上
OilGas,68.0,-152.0,99.2,224.0,United States of America,True,False,2619,99203,7,False,高优先级-标准复查
OilGas,28.0,-102.0,99.2,392.0,Mexico,True,False,307,1659,1,False,高优先级-标准复查
OilGas,-24.0,-42.0,99.2,225.0,,False,False,173,0,0,False,不可行-海上
OilGas,40.0,-108.0,99.2,1067.0,United States of America,True,False,259,99203,7,False,高优先级-标准复查
OilGas,26.0,54.0,99.2,229.0,,False,False,156,0,0,False,不可行-海上
OilGas,64.0,-18.0,99.2,1161.0,Iceland,True,False,192,3,0,False,高优先级-标准复查
OilGas,30.0,-110.0,99.2,736.0,Mexico,True,False,897,1659,1,False,高优先级-标准复查
OilGas,26.0,-112.0,99.2,1109.0,Mexico,True,False,1077,1659,1,False,高优先级-标准复查
Au,20.0,-104.0,99.1,271.0,Mexico,True,False,513,1659,1,False,高优先级-标准复查
NiCo,46.0,-126.0,99.1,267.0,,False,False,423,0,0,False,不可行-海上
NiCo,42.0,-128.0,99.1,307.0,,False,False,669,0,0,False,不可行-海上
NiCo,26.0,-110.0,99.1,245.0,,False,False,968,0,0,False,不可行-海上
NiCo,-20.0,170.0,99.1,396.0,,False,False,308,0,0,False,不可行-海上
Li,48.0,-116.0,99.1,280.0,United States of America,True,False,542,99203,7,False,高优先级-标准复查
Li,2.0,-80.0,99.1,280.0,,False,False,297,0,0,False,不可行-海上
Li,46.0,-116.0,99.1,394.0,United States of America,True,False,646,99203,7,False,高优先级-标准复查
Li,48.0,-128.0,99.1,517.0,,False,False,385,0,0,False,不可行-海上
Li,36.0,-124.0,99.1,358.0,,False,False,244,0,0,False,不可行-海上
REE,0.0,32.0,99.1,250.0,Uganda,True,False,74,33,0,False,高优先级-标准复查
U,30.0,-114.0,99.1,244.0,,False,False,601,0,0,False,不可行-海上
U,28.0,-112.0,99.1,229.0,,False,False,897,0,0,False,不可行-海上
Coal,32.0,-112.0,99.1,299.0,United States of America,True,False,624,99203,7,False,高优先级-标准复查
Coal,42.0,-128.0,99.1,343.0,,False,False,669,0,0,False,不可行-海上
OilGas,64.0,0.0,99.1,394.0,,False,False,721,0,0,False,不可行-海上
OilGas,30.0,-114.0,99.1,1111.0,,False,False,601,0,0,False,不可行-海上
OilGas,66.0,-12.0,99.1,960.0,,False,False,509,0,0,False,不可行-海上
OilGas,38.0,-112.0,99.1,1128.0,United States of America,True,False,637,99203,7,False,高优先级-标准复查
OilGas,66.0,-18.0,99.1,1210.0,Iceland,True,False,277,3,0,False,高优先级-标准复查
OilGas,62.0,8.0,99.1,259.0,Norway,True,False,275,148,1,False,高优先级-标准复查
OilGas,22.0,-92.0,99.1,246.0,,False,False,627,0,0,False,不可行-海上
OilGas,28.0,-106.0,99.1,515.0,Mexico,True,False,619,1659,1,False,高优先级-标准复查
OilGas,72.0,-150.0,99.1,245.0,,False,False,2865,0,0,False,不可行-海上
OilGas,64.0,-20.0,99.1,1258.0,Iceland,True,False,95,3,0,False,高优先级-标准复查
NiCo,48.0,-128.0,99.0,350.0,,False,False,385,0,0,False,不可行-海上
Li,30.0,-118.0,99.0,366.0,,False,False,451,0,0,False,不可行-海上
Li,34.0,-120.0,99.0,246.0,,False,False,163,0,0,False,不可行-海上
Li,34.0,-104.0,99.0,248.0,United States of America,True,False,644,99203,7,False,高优先级-标准复查
Li,44.0,-112.0,99.0,348.0,United States of America,True,False,749,99203,7,False,高优先级-标准复查
Li,44.0,-110.0,99.0,248.0,United States of America,True,False,630,99203,7,False,高优先级-标准复查
Li,0.0,-82.0,99.0,380.0,,False,False,390,0,0,False,不可行-海上
REE,42.0,-108.0,99.0,236.0,United States of America,True,False,357,99203,7,False,高优先级-标准复查
REE,4.0,36.0,99.0,304.0,Kenya,True,False,499,22,0,False,高优先级-标准复查
REE,4.0,34.0,99.0,255.0,Uganda,True,False,284,33,0,False,高优先级-标准复查
REE,38.0,-120.0,99.0,422.0,United States of America,True,False,212,99203,7,False,高优先级-标准复查
REE,40.0,-110.0,99.0,268.0,United States of America,True,False,429,99203,7,False,高优先级-标准复查
REE,44.0,-124.0,99.0,394.0,United States of America,True,False,590,99203,7,False,高优先级-标准复查
REE,-2.0,38.0,99.0,309.0,Kenya,True,False,154,22,0,False,高优先级-标准复查
REE,0.0,38.0,99.0,316.0,Kenya,True,False,194,22,0,False,高优先级-标准复查
U,42.0,-126.0,99.0,243.0,,False,False,560,0,0,False,不可行-海上
Coal,40.0,-102.0,99.0,274.0,United States of America,True,False,256,99203,7,False,高优先级-标准复查
OilGas,68.0,-146.0,99.0,244.0,United States of America,True,False,2435,99203,7,False,高优先级-标准复查
OilGas,64.0,2.0,99.0,356.0,,False,False,643,0,0,False,不可行-海上
OilGas,58.0,6.0,99.0,348.0,,False,False,346,0,0,False,不可行-海上
OilGas,70.0,-156.0,99.0,249.0,United States of America,True,False,2880,99203,7,False,高优先级-标准复查
OilGas,72.0,-148.0,99.0,251.0,,False,False,2819,0,0,False,不可行-海上
OilGas,26.0,-110.0,99.0,953.0,,False,False,968,0,0,False,不可行-海上
OilGas,60.0,-2.0,99.0,328.0,,False,False,709,0,0,False,不可行-海上
OilGas,28.0,-114.0,99.0,1176.0,Mexico,True,False,784,1659,1,False,高优先级-标准复查
OilGas,36.0,-114.0,99.0,1174.0,United States of America,True,False,442,99203,7,False,高优先级-标准复查
OilGas,62.0,-6.0,99.0,529.0,,False,False,835,0,0,False,不可行-海上
OilGas,58.0,2.0,99.0,336.0,,False,False,545,0,0,False,不可行-海上
OilGas,70.0,-8.0,99.0,1143.0,,False,False,884,0,0,False,不可行-海上
NiCo,-6.0,148.0,98.9,316.0,,False,False,395,0,0,False,不可行-海上
Li,44.0,2.0,98.9,254.0,France,True,False,170,272,0,False,高优先级-标准复查
Li,38.0,-110.0,98.9,300.0,United States of America,True,False,475,99203,7,False,高优先级-标准复查
Li,-2.0,-82.0,98.9,344.0,,False,False,437,0,0,False,不可行-海上
REE,36.0,-110.0,98.9,361.0,United States of America,True,False,605,99203,7,False,高优先级-标准复查
REE,8.0,42.0,98.9,257.0,Ethiopia,True,False,286,56,0,False,高优先级-标准复查
REE,46.0,-110.0,98.9,242.0,United States of America,True,False,807,99203,7,False,高优先级-标准复查
U,46.0,-126.0,98.9,234.0,,False,False,423,0,0,False,不可行-海上
Coal,32.0,-102.0,98.9,291.0,United States of America,True,False,683,99203,7,False,高优先级-标准复查
Coal,36.0,-124.0,98.9,270.0,,False,False,244,0,0,False,不可行-海上
OilGas,50.0,6.0,98.9,1220.0,Luxembourg,True,False,44,4,0,False,高优先级-标准复查
OilGas,-26.0,-46.0,98.9,256.0,,False,False,279,0,0,False,不可行-海上
OilGas,64.0,-22.0,98.9,1356.0,Iceland,True,False,16,3,0,False,高优先级-标准复查
OilGas,66.0,-10.0,98.9,883.0,,False,False,595,0,0,False,不可行-海上
OilGas,72.0,-152.0,98.9,261.0,,False,False,2913,0,0,False,不可行-海上
OilGas,70.0,-6.0,98.9,1104.0,,False,False,944,0,0,False,不可行-海上
OilGas,30.0,-112.0,98.9,923.0,Mexico,True,False,740,1659,1,False,高优先级-标准复查
OilGas,16.0,42.0,98.9,1312.0,,False,False,247,0,0,False,不可行-海上
NiCo,40.0,12.0,98.8,310.0,,False,False,215,0,0,False,不可行-海上
NiCo,38.0,-126.0,98.8,261.0,,False,False,317,0,0,False,不可行-海上
NiCo,20.0,-104.0,98.8,271.0,Mexico,True,False,513,1659,1,False,高优先级-标准复查
NiCo,44.0,-128.0,98.8,345.0,,False,False,694,0,0,False,不可行-海上
Li,42.0,-110.0,98.8,227.0,United States of America,True,False,491,99203,7,False,高优先级-标准复查
Li,-16.0,-72.0,98.8,265.0,Peru,True,False,414,1828,0,False,高优先级-标准复查
Li,44.0,6.0,98.8,358.0,France,True,False,116,272,0,False,高优先级-标准复查
Li,32.0,-106.0,98.8,360.0,United States of America,True,False,866,99203,7,False,高优先级-标准复查
Li,40.0,-110.0,98.8,250.0,United States of America,True,False,429,99203,7,False,高优先级-标准复查
Li,46.0,12.0,98.8,246.0,Italy,True,False,194,35,0,False,高优先级-标准复查
Li,30.0,-108.0,98.8,282.0,Mexico,True,False,894,1659,1,False,高优先级-标准复查
REE,48.0,-120.0,98.8,285.0,United States of America,True,False,270,99203,7,False,高优先级-标准复查
REE,2.0,32.0,98.8,274.0,Uganda,True,False,198,33,0,False,高优先级-标准复查
REE,-6.0,36.0,98.8,235.0,Tanzania,True,False,34,59,1,False,高优先级-标准复查
REE,-6.0,34.0,98.8,229.0,Tanzania,True,False,195,59,1,False,高优先级-标准复查
REE,10.0,40.0,98.8,338.0,Ethiopia,True,False,179,56,0,False,高优先级-标准复查
REE,34.0,-102.0,98.8,228.0,United States of America,True,False,691,99203,7,False,高优先级-标准复查
U,12.0,42.0,98.8,226.0,Djibouti,True,False,133,3,0,False,高优先级-标准复查
Coal,30.0,-102.0,98.8,260.0,United States of America,True,False,508,99203,7,False,高优先级-标准复查
OilGas,50.0,8.0,98.8,1241.0,Germany,True,False,141,195,0,False,高优先级-标准复查
OilGas,66.0,-20.0,98.8,1297.0,,False,False,225,0,0,False,不可行-海上
OilGas,28.0,54.0,98.8,267.0,Iran,True,False,335,424,1,False,高优先级-标准复查
OilGas,64.0,-24.0,98.8,1453.0,,False,False,102,0,0,False,不可行-海上
OilGas,46.0,-130.0,98.8,2856.0,,False,False,631,0,0,False,不可行-海上
OilGas,4.0,36.0,98.8,2791.0,Kenya,True,False,499,22,0,False,高优先级-标准复查
OilGas,-46.0,50.0,98.8,8256.0,,False,False,2697,0,0,False,不可行-海上
OilGas,0.0,36.0,98.8,3185.0,Kenya,True,False,169,22,0,False,高优先级-标准复查
OilGas,4.0,38.0,98.8,2687.0,Ethiopia,True,False,565,56,0,False,高优先级-标准复查
OilGas,38.0,-26.0,98.8,3274.0,,False,False,1470,0,0,False,不可行-海上
Au,18.0,-104.0,98.7,284.0,,False,False,537,0,0,False,不可行-海上
NiCo,12.0,42.0,98.7,264.0,Djibouti,True,False,133,3,0,False,高优先级-标准复查
NiCo,40.0,-128.0,98.7,369.0,,False,False,544,0,0,False,不可行-海上
NiCo,46.0,6.0,98.7,255.0,France,True,False,26,272,0,False,高优先级-标准复查
NiCo,4.0,36.0,98.7,270.0,Kenya,True,False,499,22,0,False,高优先级-标准复查
Li,42.0,-128.0,98.7,511.0,,False,False,669,0,0,False,不可行-海上
Li,2.0,30.0,98.7,249.0,Dem. Rep. Congo,True,False,342,3,0,False,高优先级-标准复查
Li,0.0,-76.0,98.7,262.0,Ecuador,True,False,279,405,0,False,高优先级-标准复查
Li,0.0,28.0,98.7,231.0,Dem. Rep. Congo,True,False,315,3,0,False,高优先级-标准复查
Li,28.0,-116.0,98.7,489.0,,False,False,705,0,0,False,不可行-海上
REE,-12.0,32.0,98.7,223.0,Zambia,True,False,293,216,1,False,高优先级-标准复查
REE,-2.0,40.0,98.7,289.0,Kenya,True,False,363,22,0,False,高优先级-标准复查
REE,52.0,-130.0,98.7,354.0,,False,False,571,0,0,False,不可行-海上
REE,36.0,-122.0,98.7,372.0,,False,False,202,0,0,False,不可行-海上
U,40.0,-124.0,98.7,246.0,United States of America,True,False,283,99203,7,False,高优先级-标准复查
Coal,32.0,-120.0,98.7,310.0,,False,False,281,0,0,False,不可行-海上
Coal,36.0,-102.0,98.7,311.0,United States of America,True,False,492,99203,7,False,高优先级-标准复查
OilGas,0.0,38.0,98.7,3093.0,Kenya,True,False,194,22,0,False,高优先级-标准复查
OilGas,-8.0,-108.0,98.7,3564.0,,False,False,3169,0,0,False,不可行-海上
OilGas,70.0,-10.0,98.7,1187.0,,False,False,829,0,0,False,不可行-海上
OilGas,44.0,-130.0,98.7,2769.0,,False,False,787,0,0,False,不可行-海上
OilGas,12.0,40.0,98.7,1802.0,Ethiopia,True,False,346,56,0,False,高优先级-标准复查
OilGas,14.0,42.0,98.7,1499.0,,False,False,281,0,0,False,不可行-海上
OilGas,10.0,-104.0,98.7,1703.0,,False,False,1173,0,0,False,不可行-海上
OilGas,-38.0,78.0,98.7,7661.0,,False,False,2798,0,0,False,不可行-海上
OilGas,14.0,40.0,98.7,1618.0,Ethiopia,True,False,187,56,0,False,高优先级-标准复查
OilGas,2.0,38.0,98.7,2889.0,Kenya,True,False,388,22,0,False,高优先级-标准复查
OilGas,0.0,-90.0,98.7,2210.0,,False,False,1279,0,0,False,不可行-海上
OilGas,34.0,-116.0,98.7,1292.0,United States of America,True,False,206,99203,7,False,高优先级-标准复查
Cu,40.0,12.0,98.6,253.0,,False,False,215,0,0,False,不可行-海上
Cu,22.0,-106.0,98.6,228.0,,False,False,706,0,0,False,不可行-海上
NiCo,-2.0,28.0,98.6,248.0,Dem. Rep. Congo,True,False,215,3,0,False,高优先级-标准复查
NiCo,-2.0,146.0,98.6,402.0,,False,False,840,0,0,False,不可行-海上
NiCo,0.0,38.0,98.6,282.0,Kenya,True,False,194,22,0,False,高优先级-标准复查
NiCo,-18.0,168.0,98.6,306.0,,False,False,45,0,0,False,不可行-海上
NiCo,0.0,28.0,98.6,223.0,Dem. Rep. Congo,True,False,315,3,0,False,高优先级-标准复查
NiCo,12.0,44.0,98.6,247.0,,False,False,103,0,0,False,不可行-海上
Li,44.0,14.0,98.6,324.0,,False,False,125,0,0,False,不可行-海上
Li,48.0,6.0,98.6,318.0,France,True,False,163,272,0,False,高优先级-标准复查
Li,32.0,-120.0,98.6,313.0,,False,False,281,0,0,False,不可行-海上
Li,48.0,12.0,98.6,259.0,Germany,True,False,210,195,0,False,高优先级-标准复查
Li,-2.0,32.0,98.6,224.0,Tanzania,True,False,216,59,1,False,高优先级-标准复查
Li,-8.0,36.0,98.6,232.0,Tanzania,True,False,204,59,1,False,高优先级-标准复查
Li,-8.0,34.0,98.6,311.0,Tanzania,True,False,279,59,1,False,高优先级-标准复查
REE,30.0,-116.0,98.6,447.0,,False,False,497,0,0,False,不可行-海上
REE,-2.0,32.0,98.6,284.0,Tanzania,True,False,216,59,1,False,高优先级-标准复查
REE,30.0,-114.0,98.6,483.0,,False,False,601,0,0,False,不可行-海上
REE,68.0,-28.0,98.6,222.0,,False,False,508,0,0,False,不可行-海上
REE,52.0,-132.0,98.6,324.0,,False,False,695,0,0,False,不可行-海上
REE,40.0,-124.0,98.6,409.0,United States of America,True,False,283,99203,7,False,高优先级-标准复查
Coal,40.0,-126.0,98.6,372.0,,False,False,397,0,0,False,不可行-海上
Coal,32.0,-114.0,98.6,370.0,Mexico,True,False,456,1659,1,False,高优先级-标准复查
Coal,20.0,-104.0,98.6,326.0,Mexico,True,False,513,1659,1,False,高优先级-标准复查
Coal,48.0,-114.0,98.6,300.0,United States of America,True,False,685,99203,7,False,高优先级-标准复查
OilGas,8.0,38.0,98.6,2296.0,Ethiopia,True,False,138,56,0,False,高优先级-标准复查
OilGas,-8.0,-14.0,98.6,3679.0,,False,False,1631,0,0,False,不可行-海上
Cu,20.0,-106.0,98.5,294.0,,False,False,721,0,0,False,不可行-海上
NiCo,40.0,14.0,98.5,349.0,,False,False,247,0,0,False,不可行-海上
NiCo,2.0,38.0,98.5,293.0,Kenya,True,False,388,22,0,False,高优先级-标准复查
NiCo,8.0,38.0,98.5,295.0,Ethiopia,True,False,138,56,0,False,高优先级-标准复查
Li,-2.0,-76.0,98.5,281.0,Peru,True,False,342,1828,0,False,高优先级-标准复查
Li,2.0,-76.0,98.5,352.0,Colombia,True,False,359,716,0,False,高优先级-标准复查
Li,-32.0,-70.0,98.5,307.0,Argentina,True,False,171,1092,1,False,高优先级-标准复查
Li,-4.0,38.0,98.5,317.0,Tanzania,True,False,330,59,1,False,高优先级-标准复查
Li,40.0,-128.0,98.5,600.0,,False,False,544,0,0,False,不可行-海上
Li,-14.0,-70.0,98.5,323.0,Peru,True,False,341,1828,0,False,高优先级-标准复查
Li,0.0,36.0,98.5,348.0,Kenya,True,False,169,22,0,False,高优先级-标准复查
REE,48.0,-122.0,98.5,328.0,United States of America,True,False,164,99203,7,False,高优先级-标准复查
REE,-4.0,36.0,98.5,365.0,Tanzania,True,False,244,59,1,False,高优先级-标准复查
REE,32.0,-110.0,98.5,421.0,United States of America,True,False,800,99203,7,False,高优先级-标准复查
Coal,48.0,-106.0,98.5,256.0,United States of America,True,False,922,99203,7,False,高优先级-标准复查
Coal,48.0,-124.0,98.5,346.0,United States of America,True,False,156,99203,7,False,高优先级-标准复查
Coal,44.0,18.0,98.5,224.0,Bosnia and Herz.,True,False,35,3,0,False,高优先级-标准复查
Coal,28.0,-104.0,98.5,268.0,Mexico,True,False,447,1659,1,False,高优先级-标准复查
Coal,30.0,-108.0,98.5,323.0,Mexico,True,False,894,1659,1,False,高优先级-标准复查
Au,22.0,-106.0,98.4,246.0,,False,False,706,0,0,False,不可行-海上
Cu,42.0,12.0,98.4,327.0,Italy,True,False,39,35,0,False,高优先级-标准复查
Cu,44.0,146.0,98.4,242.0,,False,False,1067,0,0,False,不可行-海上
Cu,-6.0,154.0,98.4,244.0,,False,False,759,0,0,False,不可行-海上
Cu,52.0,156.0,98.4,232.0,,False,False,2223,0,0,False,不可行-海上
Cu,18.0,-96.0,98.4,223.0,Mexico,True,False,367,1659,1,False,高优先级-标准复查
NiCo,16.0,44.0,98.4,237.0,Yemen,True,False,75,3,0,False,高优先级-标准复查
NiCo,46.0,-128.0,98.4,395.0,,False,False,516,0,0,False,不可行-海上
NiCo,48.0,4.0,98.4,243.0,France,True,False,154,272,0,False,高优先级-标准复查
NiCo,8.0,40.0,98.4,299.0,Ethiopia,True,False,184,56,0,False,高优先级-标准复查
Li,42.0,14.0,98.4,543.0,Italy,True,False,126,35,0,False,高优先级-标准复查
Li,-2.0,34.0,98.4,311.0,Tanzania,True,False,302,59,1,False,高优先级-标准复查
Li,44.0,12.0,98.4,391.0,Italy,True,False,36,35,0,False,高优先级-标准复查
Li,-36.0,-68.0,98.4,338.0,Argentina,True,False,374,1092,1,False,高优先级-标准复查
Li,-6.0,38.0,98.4,234.0,Tanzania,True,False,166,59,1,False,高优先级-标准复查
Li,-4.0,30.0,98.4,273.0,Burundi,True,False,99,25,0,False,高优先级-标准复查
Li,-18.0,-66.0,98.4,271.0,Bolivia,True,False,140,794,1,False,高优先级-标准复查
Li,44.0,16.0,98.4,325.0,Croatia,True,False,192,3,0,False,高优先级-标准复查
Li,-4.0,34.0,98.4,299.0,Tanzania,True,False,311,59,1,False,高优先级-标准复查
Li,46.0,8.0,98.4,409.0,Switzerland,True,False,110,5,0,False,高优先级-标准复查
Li,52.0,-128.0,98.4,706.0,,False,False,458,0,0,False,不可行-海上
REE,6.0,32.0,98.4,226.0,S. Sudan,True,False,138,14,0,False,高优先级-标准复查
REE,44.0,-108.0,98.4,291.0,United States of America,True,False,535,99203,7,False,高优先级-标准复查
REE,48.0,-124.0,98.4,411.0,United States of America,True,False,156,99203,7,False,高优先级-标准复查
REE,8.0,44.0,98.4,249.0,Ethiopia,True,False,174,56,0,False,高优先级-标准复查
U,24.0,-114.0,98.4,222.0,,False,False,1190,0,0,False,不可行-海上
Coal,44.0,-102.0,98.4,284.0,United States of America,True,False,534,99203,7,False,高优先级-标准复查
Coal,30.0,-100.0,98.4,269.0,United States of America,True,False,449,99203,7,False,高优先级-标准复查
Coal,42.0,18.0,98.4,269.0,,False,False,116,0,0,False,不可行-海上
Au,36.0,24.0,98.3,224.0,,False,False,222,0,0,False,不可行-海上
Cu,24.0,-106.0,98.3,233.0,Mexico,True,False,601,1659,1,False,高优先级-标准复查
Cu,-8.0,150.0,98.3,254.0,,False,False,349,0,0,False,不可行-海上
NiCo,-24.0,170.0,98.3,353.0,,False,False,718,0,0,False,不可行-海上
NiCo,-4.0,38.0,98.3,285.0,Tanzania,True,False,330,59,1,False,高优先级-标准复查
NiCo,28.0,-116.0,98.3,373.0,,False,False,705,0,0,False,不可行-海上
NiCo,52.0,-130.0,98.3,331.0,,False,False,571,0,0,False,不可行-海上
Li,2.0,-82.0,98.3,445.0,,False,False,460,0,0,False,不可行-海上
Li,46.0,-130.0,98.3,558.0,,False,False,631,0,0,False,不可行-海上
Li,50.0,12.0,98.3,299.0,Germany,True,False,173,195,0,False,高优先级-标准复查
Li,-30.0,-68.0,98.3,272.0,Argentina,True,False,457,1092,1,False,高优先级-标准复查
Li,48.0,-130.0,98.3,638.0,,False,False,525,0,0,False,不可行-海上
Li,2.0,36.0,98.3,377.0,Kenya,True,False,376,22,0,False,高优先级-标准复查
Li,50.0,-130.0,98.3,732.0,,False,False,502,0,0,False,不可行-海上
Li,48.0,0.0,98.3,284.0,France,True,False,198,272,0,False,高优先级-标准复查
